"Character","Node","Appearances"
"Ada Clare",48,126
"Ada Clare",267,126
"Ada Clare",24,126
"Ada Clare",82,126
"Ada Clare",45,126
"Ada Clare",212,126
"Ada Clare",377,126
"Ada Clare",360,126
"Ada Clare",260,126
"Ada Clare",182,126
"Ada Clare",89,126
"Ada Clare",189,126
"Ada Clare",103,126
"Ada Clare",145,126
"Ada Clare",230,126
"Ada Clare",23,126
"Ada Clare",40,126
"Ada Clare",53,126
"Ada Clare",81,126
"Ada Clare",77,126
"Ada Clare",22,126
"Ada Clare",102,126
"Ada Clare",233,126
"Ada Clare",367,126
"Ada Clare",190,126
"Ada Clare",384,126
"Ada Clare",228,126
"Ada Clare",361,126
"Ada Clare",42,126
"Ada Clare",140,126
"Ada Clare",46,126
"Ada Clare",21,126
"Ada Clare",299,126
"Ada Clare",359,126
"Ada Clare",74,126
"Ada Clare",29,126
"Ada Clare",31,126
"Ada Clare",382,126
"Ada Clare",185,126
"Ada Clare",379,126
"Ada Clare",90,126
"Ada Clare",44,126
"Ada Clare",16,126
"Ada Clare",86,126
"Ada Clare",383,126
"Ada Clare",214,126
"Ada Clare",266,126
"Ada Clare",139,126
"Ada Clare",47,126
"Ada Clare",17,126
"Ada Clare",34,126
"Ada Clare",387,126
"Ada Clare",298,126
"Ada Clare",28,126
"Ada Clare",13,126
"Ada Clare",100,126
"Ada Clare",364,126
"Ada Clare",25,126
"Ada Clare",220,126
"Ada Clare",261,126
"Ada Clare",14,126
"Ada Clare",19,126
"Ada Clare",78,126
"Ada Clare",43,126
"Ada Clare",305,126
"Ada Clare",270,126
"Ada Clare",271,126
"Ada Clare",358,126
"Ada Clare",213,126
"Ada Clare",49,126
"Ada Clare",92,126
"Ada Clare",304,126
"Ada Clare",192,126
"Ada Clare",232,126
"Ada Clare",111,126
"Ada Clare",259,126
"Ada Clare",272,126
"Ada Clare",91,126
"Ada Clare",27,126
"Ada Clare",108,126
"Ada Clare",18,126
"Ada Clare",51,126
"Ada Clare",105,126
"Ada Clare",73,126
"Ada Clare",88,126
"Ada Clare",372,126
