"Character","Node","Appearances"
"Akerman",277,2
"Akerman",226,2
"Barnaby Rudge",164,85
"Barnaby Rudge",149,85
"Barnaby Rudge",167,85
"Barnaby Rudge",277,85
"Barnaby Rudge",26,85
"Barnaby Rudge",42,85
"Barnaby Rudge",27,85
"Barnaby Rudge",175,85
"Barnaby Rudge",213,85
"Barnaby Rudge",220,85
"Barnaby Rudge",148,85
"Barnaby Rudge",173,85
"Barnaby Rudge",178,85
"Barnaby Rudge",41,85
"Barnaby Rudge",284,85
"Barnaby Rudge",163,85
"Barnaby Rudge",64,85
"Barnaby Rudge",299,85
"Barnaby Rudge",274,85
"Barnaby Rudge",184,85
"Barnaby Rudge",177,85
"Barnaby Rudge",40,85
"Barnaby Rudge",62,85
"Barnaby Rudge",203,85
"Barnaby Rudge",273,85
"Barnaby Rudge",38,85
"Barnaby Rudge",159,85
"Barnaby Rudge",29,85
"Barnaby Rudge",205,85
"Barnaby Rudge",206,85
"Barnaby Rudge",91,85
"Barnaby Rudge",201,85
"Barnaby Rudge",261,85
"Barnaby Rudge",214,85
"Barnaby Rudge",14,85
"Barnaby Rudge",68,85
"Barnaby Rudge",24,85
"Barnaby Rudge",93,85
"Barnaby Rudge",25,85
"Barnaby Rudge",189,85
"Barnaby Rudge",231,85
"Barnaby Rudge",244,85
"Barnaby Rudge",279,85
"Barnaby Rudge",187,85
"Barnaby Rudge",170,85
"Barnaby Rudge",161,85
"Barnaby Rudge",276,85
"Barnaby Rudge",185,85
"Barnaby Rudge",165,85
"Barnaby Rudge",88,85
"Barnaby Rudge",174,85
"Barnaby Rudge",248,85
"Barnaby Rudge",63,85
"Barnaby Rudge",243,85
"Barnaby Rudge",249,85
"Barnaby Rudge",39,85
"Barnaby Rudge",19,85
"Barnaby Rudge",246,85
"Barnaby Rudge",87,85
"Barnaby Rudge",141,85
"Barnaby Rudge",188,85
"Barnaby Rudge",272,85
"Barnaby Rudge",89,85
"Barnaby Rudge",298,85
"Barnaby Rudge",46,85
"Barnaby Rudge",15,85
"Barnaby Rudge",286,85
"Barnaby Rudge",278,85
"Barnaby Rudge",157,85
"Barnaby Rudge",169,85
"Barnaby Rudge",162,85
"Barnaby Rudge",21,85
"Barnaby Rudge",166,85
"Barnaby Rudge",262,85
"Barnaby Rudge",171,85
"Barnaby Rudge",247,85
"Barnaby Rudge",158,85
"Barnaby Rudge",221,85
"Barnaby Rudge",208,85
"Barnaby Rudge",92,85
"Barnaby Rudge",202,85
"Barnaby Rudge",43,85
"Barnaby Rudge",172,85
"Barnaby Rudge",186,85
"Barnaby Rudge",267,85
"Dolly Varden",73,61
"Dolly Varden",149,61
"Dolly Varden",251,61
"Dolly Varden",50,61
"Dolly Varden",95,61
"Dolly Varden",74,61
"Dolly Varden",67,61
"Dolly Varden",94,61
"Dolly Varden",69,61
"Dolly Varden",256,61
"Dolly Varden",253,61
"Dolly Varden",76,61
"Dolly Varden",96,61
"Dolly Varden",106,61
"Dolly Varden",75,61
"Dolly Varden",18,61
"Dolly Varden",289,61
"Dolly Varden",51,61
"Dolly Varden",77,61
"Dolly Varden",260,61
"Dolly Varden",13,61
"Dolly Varden",252,61
"Dolly Varden",110,61
"Dolly Varden",280,61
"Dolly Varden",297,61
"Dolly Varden",288,61
"Dolly Varden",147,61
"Dolly Varden",145,61
"Dolly Varden",68,61
"Dolly Varden",35,61
"Dolly Varden",108,61
"Dolly Varden",100,61
