"source" "target" "tag"
1 2 "Mary Jones"
3 4 "John Willet"
4 5 "John Willet"
4 5 "Phil Parkes"
4 5 "Tom Cobb"
5 6 "Emma Haredale"
5 6 "Geoffrey Haredale"
5 6 "Joe Willet"
5 6 "John Willet"
5 6 "Phil Parkes"
5 6 "Tom Cobb"
6 7 "Emma Haredale"
6 7 "Geoffrey Haredale"
6 7 "Joe Willet"
6 7 "John Willet"
7 8 "Geoffrey Haredale"
7 8 "Joe Willet"
7 8 "Solomon Daisy"
8 9 "Joe Willet"
7 9 "John Willet"
8 9 "Solomon Daisy"
10 11 "Gabriel Varden"
9 11 "Joe Willet"
11 12 "Joe Willet"
11 13 "Gabriel Varden"
12 13 "Joe Willet"
9 13 "John Willet"
9 13 "Solomon Daisy"
13 14 "Gabriel Varden"
13 14 "Joe Willet"
13 14 "John Willet"
11 14 "Martha Varden"
14 15 "Barnaby Rudge"
14 15 "Gabriel Varden"
14 15 "Martha Varden"
15 17 "Gabriel Varden"
13 18 "Dolly Varden"
17 18 "Gabriel Varden"
15 19 "Barnaby Rudge"
7 19 "Emma Haredale"
18 19 "Gabriel Varden"
18 20 "Dolly Varden"
19 20 "Gabriel Varden"
14 20 "Joe Willet"
14 20 "John Willet"
15 20 "Martha Varden"
19 21 "Barnaby Rudge"
20 21 "Gabriel Varden"
20 21 "John Willet"
21 22 "Gabriel Varden"
22 23 "Gabriel Varden"
21 23 "John Willet"
2 23 "Mary Jones"
21 24 "Barnaby Rudge"
19 24 "Edward Chester"
23 24 "Gabriel Varden"
24 25 "Barnaby Rudge"
24 25 "Edward Chester"
24 25 "Gabriel Varden"
25 26 "Barnaby Rudge"
25 26 "Edward Chester"
25 26 "Gabriel Varden"
23 26 "Mary Jones"
19 26 "Mrs Rudge"
26 27 "Barnaby Rudge"
26 27 "Gabriel Varden"
20 27 "Martha Varden"
20 28 "Dolly Varden"
27 28 "Gabriel Varden"
27 28 "Martha Varden"
27 28 "Miggs"
27 29 "Barnaby Rudge"
30 31 "Stagg"
31 32 "Stagg"
23 33 "John Willet"
28 34 "Miggs"
28 35 "Dolly Varden"
34 35 "Miggs"
35 36 "Miggs"
33 37 "John Willet"
29 38 "Barnaby Rudge"
1 38 "Hugh"
20 38 "Joe Willet"
37 38 "John Willet"
38 39 "Barnaby Rudge"
8 39 "Geoffrey Haredale"
21 39 "John Chester"
38 39 "John Willet"
26 39 "Mrs Rudge"
39 40 "Barnaby Rudge"
39 40 "Geoffrey Haredale"
38 40 "Hugh"
39 40 "John Chester"
39 40 "John Willet"
40 41 "Barnaby Rudge"
41 42 "Barnaby Rudge"
40 42 "Geoffrey Haredale"
40 42 "Hugh"
38 42 "Joe Willet"
40 42 "John Chester"
40 42 "John Willet"
6 42 "Phil Parkes"
13 42 "Solomon Daisy"
42 43 "Barnaby Rudge"
42 43 "Geoffrey Haredale"
42 43 "John Chester"
42 43 "John Willet"
42 43 "Phil Parkes"
42 43 "Solomon Daisy"
43 44 "Geoffrey Haredale"
43 44 "John Chester"
19 45 "Emma Haredale"
44 45 "Geoffrey Haredale"
44 45 "John Chester"
1 45 "Ned Dennis"
43 46 "Barnaby Rudge"
45 46 "Geoffrey Haredale"
