"Character","Node","Type","Appearances"
"Abel Garland",50,"First Appearance",32
"Abel Garland",255,"Last Appearance",32
"Barbara",77,"First Appearance",17
"Barbara",255,"Last Appearance",17
"Becky Morgan",187,"First Appearance",2
"Becky Morgan",188,"Last Appearance",2
"Dame West",88,"First Appearance",1
"Dame West",88,"Last Appearance",1
"Daniel Quilp",254,"Last Appearance",77
"Daniel Quilp",10,"First Appearance",77
"David",187,"First Appearance",2
"David",188,"Last Appearance",2
"Dick Swiveller",7,"First Appearance",72
"Dick Swiveller",255,"Last Appearance",72
"Foxey",125,"First Appearance",2
"Foxey",215,"Last Appearance",2
"Frederick Trent",254,"Last Appearance",13
"Frederick Trent",21,"First Appearance",13
"George",92,"First Appearance",4
"George",163,"Last Appearance",4
"Harry",88,"First Appearance",1
"Harry",88,"Last Appearance",1
"Isaac List",101,"First Appearance",8
"Isaac List",254,"Last Appearance",8
"Jacob Nubbles",255,"Last Appearance",24
"Jacob Nubbles",48,"First Appearance",24
"James Groves",101,"First Appearance",6
"James Groves",254,"Last Appearance",6
"Jane Wackles",28,"First Appearance",3
"Jane Wackles",30,"Last Appearance",3
"Jerry",64,"First Appearance",4
"Jerry",130,"Last Appearance",4
"Joe Jowl",145,"First Appearance",3
"Joe Jowl",254,"Last Appearance",3
"John Owen",182,"Last Appearance",1
"John Owen",182,"First Appearance",1
"Kit Nubbles",3,"First Appearance",85
"Kit Nubbles",255,"Last Appearance",85
"Little Nell",3,"First Appearance",97
"Little Nell",255,"Last Appearance",97
"Maunders",66,"First Appearance",1
"Maunders",66,"Last Appearance",1
"Melissa Wackles",28,"Last Appearance",1
"Melissa Wackles",28,"First Appearance",1
"Miss Cheggs",28,"First Appearance",3
"Miss Cheggs",30,"Last Appearance",3
"Miss Edwards",109,"First Appearance",3
"Miss Edwards",111,"Last Appearance",3
"Miss Monflathers",100,"First Appearance",5
"Miss Monflathers",111,"Last Appearance",5
"Mr Cheggs",200,"Last Appearance",8
"Mr Cheggs",28,"First Appearance",8
"Mr Chuckster",50,"First Appearance",17
"Mr Chuckster",254,"Last Appearance",17
"Mr Garland",50,"First Appearance",34
"Mr Garland",255,"Last Appearance",34
"Mr Grinder",61,"First Appearance",1
"Mr Grinder",61,"Last Appearance",1
"Mr Harris",60,"First Appearance",12
"Mr Harris",130,"Last Appearance",12
"Mr Marton",182,"Last Appearance",2
"Mr Marton",181,"First Appearance",2
"Mr Slum",97,"First Appearance",4
"Mr Slum",163,"Last Appearance",4
"Mr Tomkinley",50,"First Appearance",1
"Mr Tomkinley",50,"Last Appearance",1
"Mr Vuffin",66,"First Appearance",1
"Mr Vuffin",66,"Last Appearance",1
"Mr Witherden",231,"Last Appearance",15
"Mr Witherden",50,"First Appearance",15
"Mrs Betsy Quilp",11,"First Appearance",28
"Mrs Betsy Quilp",253,"Last Appearance",28
"Mrs Garland",72,"First Appearance",12
"Mrs Garland",253,"Last Appearance",12
"Mrs George",14,"First Appearance",1
"Mrs George",14,"Last Appearance",1
"Mrs Henrietta Simmons",15,"Last Appearance",2
"Mrs Henrietta Simmons",14,"First Appearance",2
"Mrs Jarley",93,"First Appearance",15
"Mrs Jarley",254,"Last Appearance",15
"Mrs Jiniwin",13,"First Appearance",10
"Mrs Jiniwin",253,"Last Appearance",10
"Mrs Nubbles",35,"First Appearance",10
"Mrs Nubbles",211,"Last Appearance",10
"Mrs Wackles",28,"First Appearance",3
"Mrs Wackles",30,"Last Appearance",3
"Nell Trent",255,"Last Appearance",97
"Nell Trent",3,"First Appearance",97
"Nell's Grandfather",2,"First Appearance",64
"Nell's Grandfather",241,"Last Appearance",64
"Richard Evans",182,"First Appearance",1
"Richard Evans",182,"Last Appearance",1
"Sally Brass",114,"First Appearance",49
"Sally Brass",254,"Last Appearance",49
"Sampson Brass",252,"Last Appearance",66
"Sampson Brass",38,"First Appearance",66
"Sophia Wackles",26,"First Appearance",10
"Sophia Wackles",200,"Last Appearance",10
"Sophronia Sphynx",198,"First Appearance",14
"Sophronia Sphynx",254,"Last Appearance",14
"Sweet William",66,"First Appearance",1
"Sweet William",66,"Last Appearance",1
"The Bachelor",253,"Last Appearance",12
"The Bachelor",24,"First Appearance",12
"The Clergyman",56,"First Appearance",6
"The Clergyman",253,"Last Appearance",6
"Thomas Codlin",56,"First Appearance",23
"Thomas Codlin",254,"Last Appearance",23
"Tom Scott",63,"First Appearance",10
"Tom Scott",253,"Last Appearance",10
"Whisker",50,"First Appearance",7
"Whisker",237,"Last Appearance",7
