"root_node_id" "tag"
"1" "Lizzie Hexam"
"2" "Gaffer Hexam"
"3" "Lord Snigsworth"
"3" "Melvin Twemlow"
"3" "Mr Veneering"
"3" "Mrs  Veneering"
"4" "Boots Brewer"
"4" "Lady Tippins"
"4" "Mrs Podsnap"
"5" "Analytical Chemist"
"5" "Eugene Wrayburn"
"5" "Mortimer Lightwood"
"7" "Mr Podsnap"
"10" "Mr Inspector"
"11" "Charley Hexam"
"11" "John Harmon"
"13" "Jacob Kibble"
"13" "Job Potterson"
"14" "Bradley Headstone"
"14" "Mr Wilfer"
"14" "Mrs Wilfer"
"15" "Bella Wilfer"
"15" "Lavinia Wilfer"
"16" "George Sampson"
"19" "Silas Wegg"
"20" "Mr Boffin"
"22" "Mrs Boffin"
"26" "Abbey Potterson"
"26" "Rogue Riderhood"
"27" "Bob Glamour"
"27" "George Jones"
"28" "Bob Gliddery"
"28" "Jack Mullins"
"28" "Tom Tootle"
"33" "MrVenus"
"37" "Blight"
"44" "Mrs Milvey"
"44" "Reverend  FrankMilvey"
"45" "Mrs Goody"
"49" "Alfred Lammle"
"49" "Sophronia Akershem"
"56" "Georgiana Podsnap"
"59" "Mr Grompus"
"84" "Betty Higden"
"85" "Johnny"
"85" "Poddles"
"85" "Sloppy"
"85" "Toddles"
"90" "Mrs Swoshle"
"90" "The Tapkins"
"94" "Mary Anne"
"94" "Miss Peecher"
"96" "Jenny Wren"
"103" "Mr Dolls"
"111" "Fledgeby"
"118" "Mr Riah"
"151" "Pleasant Riderhood"
"156" "Captain Joey"
"191" "William Williams"
"288" "Gruff and Glum"
"325" "Mrs Sprodgkin"
