"","Character","Node","Appearances"
"1","Alphonse",95,2
"2","Alphonse",129,2
"3","Arthur Gride",225,27
"4","Arthur Gride",259,27
"5","Arthur Gride",252,27
"6","Arthur Gride",266,27
"7","Arthur Gride",254,27
"8","Arthur Gride",250,27
"9","Arthur Gride",221,27
"10","Arthur Gride",279,27
"11","Arthur Gride",222,27
"12","Arthur Gride",220,27
"13","Arthur Gride",280,27
"14","Arthur Gride",245,27
"15","Arthur Gride",272,27
"16","Arthur Gride",241,27
"17","Arthur Gride",258,27
"18","Arthur Gride",292,27
"19","Arthur Gride",265,27
"20","Arthur Gride",242,27
"21","Arthur Gride",255,27
"22","Arthur Gride",223,27
"23","Arthur Gride",224,27
"24","Arthur Gride",281,27
"25","Arthur Gride",303,27
"26","Arthur Gride",256,27
"27","Arthur Gride",253,27
"28","Arthur Gride",243,27
"29","Arthur Gride",257,27
"30","Augustus Borum",113,1
"31","Baron Von Koeldwethout",25,5
"32","Baron Von Koeldwethout",27,5
"33","Baron Von Koeldwethout",26,5
"34","Baron Von Koeldwethout",300,5
"35","Baron Von Koeldwethout",28,5
"36","Baron Von Swillenhausen",26,2
"37","Baron Von Swillenhausen",27,2
"38","Baroness Von Koeldwethout",26,1
"39","Baroness Von Swillenhausen",26,1
"40","Belling",19,3
"41","Belling",15,3
"42","Belling",14,3
"43","Bolder",37,3
"44","Bolder",34,3
"45","Bolder",31,3
"46","Captain Adams",240,2
"47","Captain Adams",239,2
"48","Cecilia Bobster",244,2
"49","Cecilia Bobster",187,2
"50","Charles Cheeryble",285,40
"51","Charles Cheeryble",188,40
"52","Charles Cheeryble",218,40
"53","Charles Cheeryble",233,40
"54","Charles Cheeryble",296,40
"55","Charles Cheeryble",216,40
"56","Charles Cheeryble",2,40
"57","Charles Cheeryble",278,40
"58","Charles Cheeryble",297,40
"59","Charles Cheeryble",300,40
"60","Charles Cheeryble",215,40
"61","Charles Cheeryble",200,40
"62","Charles Cheeryble",280,40
"63","Charles Cheeryble",163,40
"64","Charles Cheeryble",226,40
"65","Charles Cheeryble",187,40
"66","Charles Cheeryble",295,40
"67","Charles Cheeryble",171,40
"68","Charles Cheeryble",284,40
"69","Charles Cheeryble",203,40
"70","Charles Cheeryble",291,40
"71","Charles Cheeryble",202,40
"72","Charles Cheeryble",186,40
"73","Charles Cheeryble",217,40
"74","Charles Cheeryble",170,40
"75","Charles Cheeryble",303,40
"76","Charles Cheeryble",277,40
"77","Charles Cheeryble",281,40
"78","Charles Cheeryble",164,40
"79","Charles Cheeryble",201,40
"80","Charles Cheeryble",244,40
"81","Charles Cheeryble",263,40
"82","Charles Cheeryble",260,40
"83","Charles Cheeryble",172,40
"84","Charles Cheeryble",231,40
"85","Charles Cheeryble",165,40
"86","Charles Cheeryble",169,40
"87","Charles Cheeryble",230,40
"88","Charles Cheeryble",279,40
"89","Charles Cheeryble",290,40
"90","Charlotte Borum",113,1
"91","Cobbey",270,2
"92","Cobbey",34,2
"93","Colonel Chowser",85,2
"94","Colonel Chowser",238,2
"95","David",172,2
"96","David",171,2
"97","Dick",303,3
"98","Dick",169,3
"99","Dick",290,3
"100","Doctor Lumbey",166,2
"101","Doctor Lumbey",167,2
"102","Dorker",15,1
"103","Edwin Cheeryble",218,34
"104","Edwin Cheeryble",278,34
"105","Edwin Cheeryble",171,34
"106","Edwin Cheeryble",165,34
"107","Edwin Cheeryble",295,34
"108","Edwin Cheeryble",188,34
"109","Edwin Cheeryble",203,34
"110","Edwin Cheeryble",226,34
"111","Edwin Cheeryble",291,34
"112","Edwin Cheeryble",279,34
"113","Edwin Cheeryble",260,34
"114","Edwin Cheeryble",2,34
"115","Edwin Cheeryble",172,34
"116","Edwin Cheeryble",300,34
"117","Edwin Cheeryble",277,34
"118","Edwin Cheeryble",230,34
"119","Edwin Cheeryble",297,34
"120","Edwin Cheeryble",169,34
"121","Edwin Cheeryble",244,34
"122","Edwin Cheeryble",201,34
"123","Edwin Cheeryble",163,34
"124","Edwin Cheeryble",200,34
"125","Edwin Cheeryble",216,34
"126","Edwin Cheeryble",296,34
"127","Edwin Cheeryble",170,34
"128","Edwin Cheeryble",164,34
"129","Edwin Cheeryble",231,34
"130","Edwin Cheeryble",233,34
"131","Edwin Cheeryble",290,34
"132","Edwin Cheeryble",215,34
"133","Edwin Cheeryble",217,34
"134","Edwin Cheeryble",187,34
"135","Edwin Cheeryble",186,34
"136","Edwin Cheeryble",303,34
"137","Fanny Squeers",197,18
"138","Fanny Squeers",300,18
"139","Fanny Squeers",56,18
"140","Fanny Squeers",37,18
"141","Fanny Squeers",182,18
"142","Fanny Squeers",40,18
"143","Fanny Squeers",54,18
"144","Fanny Squeers",198,18
