"","V1","V2"
"1","1","M’Choakumchild"
"2","2","Sissy Jupe"
"3","2","Thomas Gradgrind"
"4","3","Sissy Jupe"
"5","3","Thomas Gradgrind"
"6","4","Louisa Gradgrind"
"7","4","Thomas Gradgrind"
"8","5","Bounderby"
"9","5","Louisa Gradgrind"
"10","6","Bounderby"
"11","6","Louisa Gradgrind"
"12","6","Mrs Gradgrind"
"13","5","Thomas Gradgrind"
"14","7","Bounderby"
"15","4","Tom Gradgrind"
"16","8","Bounderby"
"17","3","M’Choakumchild"
"18","7","Mrs Gradgrind"
"19","6","Mrs Pegler"
"20","7","Thomas Gradgrind"
"21","2","Bitzer"
"22","9","Bounderby"
"23","4","Sissy Jupe"
"24","9","Thomas Gradgrind"
"25","10","Bounderby"
"26","4","Signor Jupe"
"27","10","Sissy Jupe"
"28","10","Thomas Gradgrind"
"29","11","Bounderby"
"30","11","E.W.B. Childers"
"31","11","Kidderminster"
"32","11","Sissy Jupe"
"33","11","Thomas Gradgrind"
"34","12","Bounderby"
"35","12","E.W.B. Childers"
"36","12","Kidderminster"
"37","7","Louisa Gradgrind"
"38","4","Mr Sleary"
"39","12","Sissy Jupe"
"40","12","Thomas Gradgrind"
"41","13","Bounderby"
"42","13","Kidderminster"
"43","13","Mr Sleary"
"44","13","Sissy Jupe"
"45","13","Thomas Gradgrind"
"46","14","Mr Sleary"
"47","14","Bounderby"
"48","13","Louisa Gradgrind"
"49","9","Mrs Pegler"
"50","14","Thomas Gradgrind"
"51","8","Tom Gradgrind"
"52","16","Bounderby"
"53","16","Louisa Gradgrind"
"54","9","Mrs Gradgrind"
"55","16","Mrs Sparsit"
"56","14","Sissy Jupe"
"57","16","Thomas Gradgrind"
"58","17","Bounderby"
"59","17","Louisa Gradgrind"
"60","9","M’Choakumchild"
"61","17","Sissy Jupe"
"62","17","Thomas Gradgrind"
"63","16","Tom Gradgrind"
"64","18","Bounderby"
"65","18","Louisa Gradgrind"
"66","17","Mrs Gradgrind"
"67","18","Tom Gradgrind"
"68","19","Louisa Gradgrind"
"69","18","M’Choakumchild"
"70","19","Mrs Gradgrind"
"71","18","Sissy Jupe"
"72","18","Thomas Gradgrind"
"73","19","Bounderby"
"74","20","Louisa Gradgrind"
"75","20","Sissy Jupe"
"76","19","Tom Gradgrind"
"77","21","Bounderby"
"78","21","Louisa Gradgrind"
"79","15","Mr Sleary"
"80","20","Mrs Gradgrind"
"81","21","Sissy Jupe"
"82","20","Thomas Gradgrind"
"83","21","Tom Gradgrind"
"84","22","Bounderby"
"85","24","Mrs Blackpool"
"86","17","Mrs Sparsit"
"87","23","Stephen Blackpool"
"88","25","Bounderby"
"89","25","Mrs Blackpool"
"90","25","Mrs Sparsit"
"91","25","Stephen Blackpool"
"92","26","Bounderby"
"93","26","Mrs Sparsit"
"94","26","Stephen Blackpool"
"95","16","Mrs Pegler"
"96","27","Stephen Blackpool"
"97","23","Rachael"
"98","26","Mrs Blackpool"
"99","29","Rachael"
"100","28","Stephen Blackpool"
"101","30","Mrs Blackpool"
"102","30","Rachael"
"103","30","Stephen Blackpool"
"104","31","Rachael"
"105","31","Stephen Blackpool"
"106","27","Bounderby"
"107","22","Louisa Gradgrind"
"108","20","M’Choakumchild"
"109","22","Mrs Gradgrind"
"110","22","Sissy Jupe"
"111","22","Thomas Gradgrind"
"112","33","Bounderby"
"113","33","Louisa Gradgrind"
"114","22","Tom Gradgrind"
"115","34","Bounderby"
"116","34","Louisa Gradgrind"
"117","33","Thomas Gradgrind"
"118","35","Bounderby"
"119","35","Louisa Gradgrind"
"120","33","Mrs Gradgrind"
"121","33","Sissy Jupe"
"122","35","Thomas Gradgrind"
"123","36","Bounderby"
"124","36","Louisa Gradgrind"
"125","36","Mrs Gradgrind"
"126","36","Sissy Jupe"
"127","36","Thomas Gradgrind"
"128","37","Bounderby"
"129","16","Lady Scadgers"
"130","27","Mrs Sparsit"
"131","38","Bounderby"
"132","7","Jane Gradgrind"
"133","37","Louisa Gradgrind"
"134","37","Thomas Gradgrind"
"135","34","Tom Gradgrind"
"136","39","Bounderby"
"137","38","Mrs Sparsit"
"138","10","Bitzer"
"139","40","Bounderby"
"140","40","Mrs Sparsit"
"141","41","Bitzer"
"142","41","Bounderby"
"143","41","Mrs Sparsit"
"144","42","Bitzer"
"145","42","Bounderby"
"146","42","Mrs Sparsit"
"147","43","Bounderby"
"148","43","Mrs Sparsit"
"149","39","Thomas Gradgrind"
"150","44","Bounderby"
"151","44","Harthouse"
"152","39","Louisa Gradgrind"
"153","45","Bounderby"
"154","45","Harthouse"
"155","45","Louisa Gradgrind"
"156","39","Tom Gradgrind"
"157","46","Bounderby"
"158","46","Harthouse"
"159","46","Tom Gradgrind"
"160","47","Bounderby"
"161","47","Harthouse"
"162","47","Tom Gradgrind"
"163","32","Stephen Blackpool"
"164","49","Slackbridge"
"165","49","Stephen Blackpool"
"166","43","Bitzer"
"167","48","Bounderby"
"168","32","Rachael"
"169","50","Stephen Blackpool"
"170","51","Bounderby"
"171","48","Harthouse"
"172","46","Louisa Gradgrind"
"173","50","Slackbridge"
"174","51","Stephen Blackpool"
"175","52","Bounderby"
"176","52","Slackbridge"
"177","52","Stephen Blackpool"
