"","Character","Node","Appearances"
"1","AdamsDC",91,4
"2","AdamsDC",86,4
"3","AdamsDC",90,4
"4","AdamsDC",101,4
"5","AgnesDC",234,83
"6","AgnesDC",100,83
"7","AgnesDC",143,83
"8","AgnesDC",208,83
"9","AgnesDC",137,83
"10","AgnesDC",228,83
"11","AgnesDC",302,83
"12","AgnesDC",298,83
"13","AgnesDC",136,83
"14","AgnesDC",132,83
"15","AgnesDC",307,83
"16","AgnesDC",280,83
"17","AgnesDC",284,83
"18","AgnesDC",276,83
"19","AgnesDC",183,83
"20","AgnesDC",93,83
"21","AgnesDC",320,83
"22","AgnesDC",288,83
"23","AgnesDC",189,83
"24","AgnesDC",88,83
"25","AgnesDC",323,83
"26","AgnesDC",162,83
"27","AgnesDC",221,83
"28","AgnesDC",142,83
"29","AgnesDC",85,83
"30","AgnesDC",223,83
"31","AgnesDC",191,83
"32","AgnesDC",286,83
"33","AgnesDC",289,83
"34","AgnesDC",287,83
"35","AgnesDC",147,83
"36","AgnesDC",321,83
"37","AgnesDC",275,83
"38","AgnesDC",106,83
"39","AgnesDC",195,83
"40","AgnesDC",227,83
"41","AgnesDC",230,83
"42","AgnesDC",281,83
"43","AgnesDC",211,83
"44","AgnesDC",226,83
"45","AgnesDC",318,83
"46","AgnesDC",212,83
"47","AgnesDC",96,83
"48","AgnesDC",233,83
"49","AgnesDC",194,83
"50","AgnesDC",84,83
"51","AgnesDC",324,83
"52","AgnesDC",258,83
"53","AgnesDC",101,83
"54","AgnesDC",214,83
"55","AgnesDC",140,83
"56","AgnesDC",190,83
"57","AgnesDC",209,83
"58","AgnesDC",277,83
"59","AgnesDC",97,83
"60","AgnesDC",89,83
"61","AgnesDC",319,83
"62","AgnesDC",238,83
"63","AgnesDC",87,83
"64","AgnesDC",325,83
"65","AgnesDC",213,83
"66","AgnesDC",133,83
"67","AgnesDC",283,83
"68","AgnesDC",313,83
"69","AgnesDC",139,83
"70","AgnesDC",300,83
"71","AgnesDC",322,83
"72","AgnesDC",311,83
"73","AgnesDC",303,83
"74","AgnesDC",135,83
"75","AgnesDC",105,83
"76","AgnesDC",304,83
"77","AgnesDC",157,83
"78","AgnesDC",104,83
"79","AgnesDC",312,83
"80","AgnesDC",192,83
"81","AgnesDC",141,83
"82","AgnesDC",225,83
"83","AgnesDC",90,83
"84","AgnesDC",102,83
"85","AgnesDC",138,83
"86","AgnesDC",210,83
"87","AgnesDC",285,83
"88","AnnieStrongDC",86,22
"89","AnnieStrongDC",90,22
"90","AnnieStrongDC",88,22
"91","AnnieStrongDC",229,22
"92","AnnieStrongDC",92,22
"93","AnnieStrongDC",241,22
"94","AnnieStrongDC",242,22
"95","AnnieStrongDC",228,22
"96","AnnieStrongDC",230,22
"97","AnnieStrongDC",91,22
"98","AnnieStrongDC",193,22
"99","AnnieStrongDC",194,22
"100","AnnieStrongDC",87,22
"101","AnnieStrongDC",245,22
"102","AnnieStrongDC",208,22
"103","AnnieStrongDC",244,22
"104","AnnieStrongDC",106,22
"105","AnnieStrongDC",225,22
"106","AnnieStrongDC",231,22
"107","AnnieStrongDC",320,22
"108","AnnieStrongDC",105,22
"109","AnnieStrongDC",243,22
"110","BarkisDC",53,28
"111","BarkisDC",164,28
"112","BarkisDC",116,28
"113","BarkisDC",158,28
"114","BarkisDC",165,28
"115","BarkisDC",163,28
"116","BarkisDC",171,28
"117","BarkisDC",166,28
"118","BarkisDC",24,28
"119","BarkisDC",41,28
"120","BarkisDC",94,28
"121","BarkisDC",43,28
"122","BarkisDC",128,28
"123","BarkisDC",272,28
"124","BarkisDC",199,28
"125","BarkisDC",42,28
"126","BarkisDC",187,28
"127","BarkisDC",185,28
"128","BarkisDC",186,28
"129","BarkisDC",114,28
"130","BarkisDC",45,28
"131","BarkisDC",56,28
"132","BarkisDC",54,28
"133","BarkisDC",120,28
"134","BarkisDC",55,28
"135","BarkisDC",47,28
"136","BarkisDC",57,28
"137","BarkisDC",115,28
"138","CaptBaileyDC",102,1
"139","CaptHopkinsDC",64,2
"140","CaptHopkinsDC",63,2
"141","CarolineCrewlerDC",307,4
"142","CarolineCrewlerDC",325,4
"143","CarolineCrewlerDC",306,4
"144","CarolineCrewlerDC",308,4
"145","CharleyPyegraveDC",124,2
"146","CharleyPyegraveDC",71,2
"147","ClaraCoppDC",1,50
"148","ClaraCoppDC",47,50
"149","ClaraCoppDC",2,50
"150","ClaraCoppDC",70,50
"151","ClaraCoppDC",75,50
"152","ClaraCoppDC",3,50
"153","ClaraCoppDC",72,50
"154","ClaraCoppDC",199,50
"155","ClaraCoppDC",73,50
"156","ClaraCoppDC",20,50
"157","ClaraCoppDC",129,50
"158","ClaraCoppDC",4,50
"159","ClaraCoppDC",49,50
"160","ClaraCoppDC",21,50
"161","ClaraCoppDC",178,50
"162","ClaraCoppDC",78,50
"163","ClaraCoppDC",5,50
"164","ClaraCoppDC",16,50
"165","ClaraCoppDC",50,50
"166","ClaraCoppDC",6,50
"167","ClaraCoppDC",161,50
"168","ClaraCoppDC",17,50
"169","ClaraCoppDC",7,50
"170","ClaraCoppDC",145,50
