"","Character","Node","Appearances"
"1","Abbey Potterson",190,15
"2","Abbey Potterson",28,15
"3","Abbey Potterson",191,15
"4","Abbey Potterson",332,15
"5","Abbey Potterson",350,15
"6","Abbey Potterson",26,15
"7","Abbey Potterson",333,15
"8","Abbey Potterson",69,15
"9","Abbey Potterson",29,15
"10","Abbey Potterson",98,15
"11","Abbey Potterson",27,15
"12","Abbey Potterson",66,15
"13","Abbey Potterson",192,15
"14","Abbey Potterson",189,15
"15","Abbey Potterson",188,15
"16","Alfred Lammle",220,41
"17","Alfred Lammle",281,41
"18","Alfred Lammle",241,41
"19","Alfred Lammle",254,41
"20","Alfred Lammle",52,41
"21","Alfred Lammle",313,41
"22","Alfred Lammle",63,41
"23","Alfred Lammle",65,41
"24","Alfred Lammle",111,41
"25","Alfred Lammle",110,41
"26","Alfred Lammle",53,41
"27","Alfred Lammle",116,41
"28","Alfred Lammle",183,41
"29","Alfred Lammle",60,41
"30","Alfred Lammle",54,41
"31","Alfred Lammle",179,41
"32","Alfred Lammle",253,41
"33","Alfred Lammle",279,41
"34","Alfred Lammle",242,41
"35","Alfred Lammle",49,41
"36","Alfred Lammle",153,41
"37","Alfred Lammle",113,41
"38","Alfred Lammle",280,41
"39","Alfred Lammle",59,41
"40","Alfred Lammle",357,41
"41","Alfred Lammle",178,41
"42","Alfred Lammle",282,41
"43","Alfred Lammle",269,41
"44","Alfred Lammle",240,41
"45","Alfred Lammle",177,41
"46","Alfred Lammle",50,41
"47","Alfred Lammle",184,41
"48","Alfred Lammle",181,41
"49","Alfred Lammle",202,41
"50","Alfred Lammle",155,41
"51","Alfred Lammle",61,41
"52","Alfred Lammle",271,41
"53","Alfred Lammle",115,41
"54","Alfred Lammle",114,41
"55","Alfred Lammle",58,41
"56","Alfred Lammle",117,41
"57","Analytical Chemist",52,11
"58","Analytical Chemist",6,11
"59","Analytical Chemist",109,11
"60","Analytical Chemist",49,11
"61","Analytical Chemist",178,11
"62","Analytical Chemist",107,11
