"","Character","Node","Type","Appearances"
"1","AbelM",252,"First Appearance",7
"2","AbelM",262,"Last Appearance",7
"3","AdolfNaumannM",104,"Last Appearance",7
"4","AdolfNaumannM",67,"First Appearance",7
"5","ArabellaHawleyM",127,"Last Appearance",1
"6","ArabellaHawleyM",127,"First Appearance",1
"7","ArchieDuncanM",221,"Last Appearance",1
"8","ArchieDuncanM",221,"First Appearance",1
"9","ArthurBrookeM",309,"Last Appearance",70
"10","ArthurBrookeM",2,"First Appearance",70
"11","BagsterM",180,"Last Appearance",3
"12","BagsterM",135,"First Appearance",3
"13","BenGarthM",307,"Last Appearance",7
"14","BenGarthM",87,"First Appearance",7
"15","BobM",35,"Last Appearance",1
"16","BobM",35,"First Appearance",1
"17","BorthropTrumbullM",307,"Last Appearance",15
"18","BorthropTrumbullM",112,"First Appearance",15
"19","BriggsM",302,"Last Appearance",1
"20","BriggsM",302,"First Appearance",1
"21","CallumM",204,"Last Appearance",1
"22","CallumM",204,"First Appearance",1
"23","CamdenFarebrotherM",308,"Last Appearance",62
"24","CamdenFarebrotherM",44,"First Appearance",62
"25","CaptBeevorM",197,"Last Appearance",1
"26","CaptBeevorM",197,"First Appearance",1
"27","CaptLydgateM",210,"First Appearance",4
"28","CaptLydgateM",235,"Last Appearance",4
"29","CeliaBrookeM",309,"Last Appearance",59
"30","CeliaBrookeM",2,"First Appearance",59
"31","ChristyGarthM",208,"Last Appearance",5
"32","ChristyGarthM",143,"First Appearance",5
"33","ClemmensM",121,"Last Appearance",1
"34","ClemmensM",121,"First Appearance",1
"35","CranchM",114,"Last Appearance",3
"36","CranchM",110,"First Appearance",3
"37","DibbittsM",160,"Last Appearance",1
"38","DibbittsM",160,"First Appearance",1
"39","DorotheaBrookeM",309,"Last Appearance",149
"40","DorotheaBrookeM",2,"First Appearance",149
"41","DrCarpM",153,"Last Appearance",5
"42","DrCarpM",100,"First Appearance",5
"43","DrHicksM",93,"Last Appearance",3
"44","DrHicksM",32,"First Appearance",3
"45","DrLydgateM",308,"Last Appearance",24
"46","DrLydgateM",36,"First Appearance",24
"47","DrMinchinM",231,"Last Appearance",11
"48","DrMinchinM",50,"First Appearance",11
"49","DrSpanningM",132,"Last Appearance",1
"50","DrSpanningM",132,"First Appearance",1
"51","DrSpragueM",166,"Last Appearance",9
"52","DrSpragueM",50,"First Appearance",9
"53","EdwinLarcherM",218,"First Appearance",1
"54","EdwinLarcherM",218,"Last Appearance",1
"55","ElizabethWauleM",51,"Last Appearance",2
"56","ElizabethWauleM",38,"First Appearance",2
"57","EllenBulstrodeM",272,"Last Appearance",2
"58","EllenBulstrodeM",93,"First Appearance",2
"59","FlavellM",140,"Last Appearance",1
"60","FlavellM",140,"First Appearance",1
"61","FletcherM",263,"Last Appearance",1
"62","FletcherM",263,"First Appearance",1
"63","FredVincyM",308,"Last Appearance",79
"64","FredVincyM",35,"First Appearance",79
"65","GarrattM",176,"Last Appearance",1
"66","GarrattM",176,"First Appearance",1
"67","HarryTollerM",231,"Last Appearance",1
"68","HarryTollerM",231,"First Appearance",1
"69","HiramFordM",202,"Last Appearance",4
"70","HiramFordM",199,"First Appearance",4
"71","JimGarthM",206,"Last Appearance",3
"72","JimGarthM",143,"First Appearance",3
"73","JoannaWauleM",38,"Last Appearance",1
"74","JoannaWauleM",38,"First Appearance",1
"75","JobM",87,"Last Appearance",1
"76","JobM",87,"First Appearance",1
"77","JohnRafflesM",304,"Last Appearance",32
"78","JohnRafflesM",148,"First Appearance",32
"79","JohnsonM",90,"First Appearance",2
"80","JohnsonM",140,"Last Appearance",2
"81","JohnWauleM",37,"First Appearance",3
"82","JohnWauleM",48,"Last Appearance",3
"83","JonahFeatherstoneM",121,"Last Appearance",8
"84","JonahFeatherstoneM",110,"First Appearance",8
"85","JosephM",220,"Last Appearance",2
"86","JosephM",219,"First Appearance",2
"87","JoshuaRiggM",253,"Last Appearance",12
"88","JoshuaRiggM",119,"First Appearance",12
"89","JuliaLadislawM",309,"Last Appearance",7
"90","JuliaLadislawM",28,"First Appearance",7
"91","KateBulstrodeM",272,"Last Appearance",2
"92","KateBulstrodeM",106,"First Appearance",2
"93","KibbleM",127,"Last Appearance",1
"94","KibbleM",127,"First Appearance",1
"95","KitDownesM",138,"Last Appearance",1
"96","KitDownesM",138,"First Appearance",1
"97","LadyChettamM",302,"Last Appearance",11
"98","LadyChettamM",19,"First Appearance",11
"99","LaureM",214,"Last Appearance",5
"100","LaureM",53,"First Appearance",5
"101","LettyGarthM",307,"Last Appearance",10
"102","LettyGarthM",87,"First Appearance",10
"103","LordGrinsell",198,"Last Appearance",2
"104","LordGrinsell",197,"First Appearance",2
"105","LordMedlicoteM",199,"Last Appearance",5
"106","LordMedlicoteM",43,"First Appearance",5
"107","LordPlessyM",135,"First Appearance",1
"108","LordPlessyM",135,"Last Appearance",1
"109","LovegoodM",136,"Last Appearance",5
"110","LovegoodM",10,"First Appearance",5
"111","MarthaM",291,"Last Appearance",6
"112","MarthaM",116,"First Appearance",6
"113","MaryGarthM",308,"Last Appearance",60
"114","MaryGarthM",36,"First Appearance",60
"115","MasterBunneyM",288,"Last Appearance",1
"116","MasterBunneyM",288,"First Appearance",1
"117","MasterFitchettM",18,"Last Appearance",1
"118","MasterFitchettM",18,"First Appearance",1
"119","MdmePoinconM",3,"Last Appearance",1
"120","MdmePoinconM",3,"First Appearance",1
"121","MissHenriettaNobleM",297,"Last Appearance",9
"122","MissHenriettaNobleM",60,"First Appearance",9
"123","MissMorganM",124,"Last Appearance",5
"124","MissMorganM",35,"First Appearance",5
"125","MissWalsinghamM",300,"Last Appearance",1
"126","MissWalsinghamM",300,"First Appearance",1
"127","MissWilloughbyM",123,"Last Appearance",1
"128","MissWilloughbyM",123,"First Appearance",1
"129","MrBambridgeM",261,"Last Appearance",9
"130","MrBambridgeM",81,"First Appearance",9
"131","MrBowyerM",219,"Last Appearance",4
"132","MrBowyerM",56,"First Appearance",4
"133","MrBulstrodeM",32,"First Appearance",62
"134","MrBulstrodeM",304,"Last Appearance",62
"135","MrCadwalladerM",301,"Last Appearance",17
"136","MrCadwalladerM",18,"First Appearance",17
"137","MrChichelyM",275,"Last Appearance",8
"138","MrChichelyM",32,"First Appearance",8
"139","MrClintupM",219,"Last Appearance",1
"140","MrClintupM",219,"First Appearance",1
"141","MrCrabbeM",263,"Last Appearance",1
"142","MrCrabbeM",263,"First Appearance",1
"143","MrCrowseM",186,"Last Appearance",2
"144","MrCrowseM",49,"First Appearance",2
"145","MrDagleyM",142,"Last Appearance",5
"146","MrDagleyM",136,"First Appearance",5
"147","MrDillM",263,"Last Appearance",1
"148","MrDillM",263,"First Appearance",1
"149","MrDoverM",257,"Last Appearance",9
"150","MrDoverM",213,"First Appearance",9
"151","MrFitchettM",18,"Last Appearance",1
"152","MrFitchettM",18,"First Appearance",1
"153","MrGambitM",264,"Last Appearance",3
"154","MrGambitM",159,"First Appearance",3
"155","MrGarthM",308,"Last Appearance",50
"156","MrGarthM",81,"First Appearance",50
"157","MrGriffinM",61,"Last Appearance",1
"158","MrGriffinM",61,"First Appearance",1
"159","MrHackbuttM",65,"First Appearance",9
"160","MrHackbuttM",273,"Last Appearance",9
"161","MrHawleyM",65,"First Appearance",12
"162","MrHawleyM",265,"Last Appearance",12
"163","MrHopkinsM",261,"Last Appearance",2
"164","MrHopkinsM",123,"First Appearance",2
"165","MrHorrockM",242,"Last Appearance",6
"166","MrHorrockM",83,"First Appearance",6
"167","MrKeckM",166,"Last Appearance",2
"168","MrKeckM",135,"First Appearance",2
"169","MrLimpM",263,"Last Appearance",1
"170","MrLimpM",263,"First Appearance",1
"171","MrLiretM",16,"Last Appearance",2
"172","MrLiretM",5,"First Appearance",2
"173","MrMawmseyM",180,"Last Appearance",5
"174","MrMawmseyM",159,"First Appearance",5
"175","MrPeacockM",234,"Last Appearance",12
"176","MrPeacockM",34,"First Appearance",12
"177","MrPinkertonM",180,"Last Appearance",3
"178","MrPinkertonM",18,"First Appearance",3
"179","MrPlymdaleM",272,"Last Appearance",13
"180","MrPlymdaleM",36,"First Appearance",13
"181","MrPowderellM",219,"Last Appearance",4
"182","MrPowderellM",65,"First Appearance",4
"183","MrRobissonM",258,"Last Appearance",1
"184","MrRobissonM",258,"First Appearance",1
"185","MrsBallardM",143,"Last Appearance",1
"186","MrsBallardM",143,"First Appearance",1
"187","MrsBeckM",91,"First Appearance",1
"188","MrsBeckM",91,"Last Appearance",1
"189","MrsBeevorM",198,"Last Appearance",2
"190","MrsBeevorM",197,"First Appearance",2
"191","MrsBrettonM",125,"Last Appearance",2
"192","MrsBrettonM",123,"First Appearance",2
"193","MrsBulstrodeM",304,"Last Appearance",28
"194","MrsBulstrodeM",37,"First Appearance",28
"195","MrsCadwalladerM",302,"Last Appearance",34
"196","MrsCadwalladerM",3,"First Appearance",34
"197","MrsCarterM",19,"Last Appearance",1
"198","MrsCarterM",19,"First Appearance",1
"199","MrsCranchM",188,"Last Appearance",4
"200","MrsCranchM",110,"First Appearance",4
"201","MrsDagleyM",140,"Last Appearance",1
"202","MrsDagleyM",140,"First Appearance",1
"203","MrsDollopM",264,"Last Appearance",4
"204","MrsDollopM",159,"First Appearance",4
"205","MrsFitchettM",18,"Last Appearance",1
"206","MrsFitchettM",18,"First Appearance",1
"207","MrsGarthM",308,"Last Appearance",27
"208","MrsGarthM",57,"First Appearance",27
"209","MrsGobyM",164,"Last Appearance",3
"210","MrsGobyM",159,"First Appearance",3
"211","MrsHackbuttM",273,"Last Appearance",3
"212","MrsHackbuttM",271,"First Appearance",3
"213","MrsKellM",228,"First Appearance",1
"214","MrsKellM",228,"Last Appearance",1
"215","MrsLemonM",164,"Last Appearance",6
"216","MrsLemonM",34,"First Appearance",6
"217","MrsMawmseyM",219,"Last Appearance",4
"218","MrsMawmseyM",160,"First Appearance",4
"219","MrSpicerM",259,"Last Appearance",1
"220","MrSpicerM",259,"First Appearance",1
"221","MrsPlymdale",273,"Last Appearance",8
"222","MrsPlymdale",59,"First Appearance",8
"223","MrsPowderellM",169,"Last Appearance",2
"224","MrsPowderellM",161,"First Appearance",2
"225","MrsRenfrewM",32,"Last Appearance",1
"226","MrsRenfrewM",32,"First Appearance",1
"227","MrsSpragueM",272,"Last Appearance",2
"228","MrsSpragueM",271,"First Appearance",2
"229","MrsStrypeM",55,"Last Appearance",1
"230","MrsStrypeM",55,"First Appearance",1
"231","MrsTaftM",163,"Last Appearance",2
"232","MrsTaftM",94,"First Appearance",2
"233","MrStandishM",305,"Last Appearance",12
"234","MrStandishM",32,"First Appearance",12
"235","MrsTeveroyM",198,"Last Appearance",1
"236","MrsTeveroyM",198,"First Appearance",1
"237","MrsTomTollerM",271,"Last Appearance",1
"238","MrsTomTollerM",271,"First Appearance",1
"239","MrsVigoM",193,"First Appearance",1
"240","MrsVigoM",193,"Last Appearance",1
"241","MrsVincyM",34,"First Appearance",32
"242","MrsVincyM",307,"Last Appearance",32
"243","MrsWauleM",199,"Last Appearance",14
"244","MrsWauleM",37,"First Appearance",14
"245","MrTrawleyM",61,"Last Appearance",1
"246","MrTrawleyM",61,"First Appearance",1
"247","MrTruberryM",300,"Last Appearance",1
"248","MrTruberryM",300,"First Appearance",1
"249","MrVincyM",304,"Last Appearance",46
"250","MrVincyM",32,"First Appearance",46
"251","MrWrenchM",262,"Last Appearance",14
"252","MrWrenchM",34,"First Appearance",14
"253","NancyNashM",162,"Last Appearance",2
"254","NancyNashM",161,"First Appearance",2
"255","NedPlymdaleM",237,"Last Appearance",8
"256","NedPlymdaleM",96,"First Appearance",8
"257","OliverM",135,"Last Appearance",1
"258","OliverM",135,"First Appearance",1
"259","PegwellM",84,"Last Appearance",1
"260","PegwellM",84,"First Appearance",1
"261","PeterFeatherstoneM",308,"Last Appearance",40
"262","PeterFeatherstoneM",34,"First Appearance",40
"263","PrattM",196,"Last Appearance",4
"264","PrattM",129,"First Appearance",4
"265","PritchardM",93,"Last Appearance",2
"266","PritchardM",35,"First Appearance",2
"267","ProtheroeM",163,"First Appearance",1
"268","ProtheroeM",163,"Last Appearance",1
"269","RebeccaWauleM",38,"Last Appearance",1
"270","RebeccaWauleM",38,"First Appearance",1
"271","RevCassaubonM",302,"Last Appearance",89
"272","RevCassaubonM",3,"First Appearance",89
"273","RevFrekeM",25,"Last Appearance",1
"274","RevFrekeM",25,"First Appearance",1
"275","RevThesigerM",272,"Last Appearance",8
"276","RevThesigerM",65,"First Appearance",8
"277","RevTuckerM",175,"Last Appearance",4
"278","RevTuckerM",27,"First Appearance",4
"279","RevTykeM",271,"Last Appearance",12
"280","RevTykeM",44,"First Appearance",12
"281","RosamondVincyM",308,"Last Appearance",95
"282","RosamondVincyM",32,"First Appearance",95
"283","SadlerM",123,"Last Appearance",1
"284","SadlerM",123,"First Appearance",1
"285","SallyM",87,"Last Appearance",1
"286","SallyM",87,"First Appearance",1
"287","SarahDunkirkM",225,"Last Appearance",5
"288","SarahDunkirkM",191,"First Appearance",5
