"","Character","Node","Appearances"
"1","Affery Flintwinch",17,35
"2","Affery Flintwinch",262,35
"3","Affery Flintwinch",16,35
"4","Affery Flintwinch",54,35
"5","Affery Flintwinch",21,35
"6","Affery Flintwinch",308,35
"7","Affery Flintwinch",20,35
"8","Affery Flintwinch",209,35
"9","Affery Flintwinch",134,35
"10","Affery Flintwinch",68,35
"11","Affery Flintwinch",241,35
"12","Affery Flintwinch",302,35
"13","Affery Flintwinch",296,35
"14","Affery Flintwinch",129,35
"15","Affery Flintwinch",15,35
"16","Affery Flintwinch",132,35
"17","Affery Flintwinch",130,35
"18","Affery Flintwinch",297,35
"19","Affery Flintwinch",14,35
"20","Affery Flintwinch",263,35
"21","Affery Flintwinch",70,35
"22","Affery Flintwinch",314,35
"23","Affery Flintwinch",63,35
"24","Affery Flintwinch",69,35
"25","Affery Flintwinch",131,35
"26","Affery Flintwinch",304,35
"27","Affery Flintwinch",208,35
"28","Affery Flintwinch",67,35
"29","Affery Flintwinch",264,35
"30","Affery Flintwinch",265,35
"31","Affery Flintwinch",307,35
"32","Affery Flintwinch",13,35
"33","Affery Flintwinch",299,35
"34","Affery Flintwinch",207,35
"35","Affery Flintwinch",266,35
"36","Amy Dorrit",140,134
"37","Amy Dorrit",174,134
"38","Amy Dorrit",65,134
"39","Amy Dorrit",286,134
"40","Amy Dorrit",211,134
"41","Amy Dorrit",20,134
"42","Amy Dorrit",130,134
"43","Amy Dorrit",81,134
"44","Amy Dorrit",163,134
"45","Amy Dorrit",84,134
"46","Amy Dorrit",282,134
"47","Amy Dorrit",188,134
"48","Amy Dorrit",21,134
"49","Amy Dorrit",268,134
"50","Amy Dorrit",141,134
"51","Amy Dorrit",231,134
"52","Amy Dorrit",305,134
"53","Amy Dorrit",269,134
"54","Amy Dorrit",172,134
"55","Amy Dorrit",230,134
"56","Amy Dorrit",245,134
"57","Amy Dorrit",102,134
"58","Amy Dorrit",82,134
"59","Amy Dorrit",313,134
"60","Amy Dorrit",139,134
"61","Amy Dorrit",283,134
"62","Amy Dorrit",63,134
"63","Amy Dorrit",246,134
"64","Amy Dorrit",144,134
"65","Amy Dorrit",318,134
"66","Amy Dorrit",182,134
"67","Amy Dorrit",31,134
"68","Amy Dorrit",64,134
"69","Amy Dorrit",195,134
"70","Amy Dorrit",30,134
"71","Amy Dorrit",86,134
"72","Amy Dorrit",183,134
"73","Amy Dorrit",175,134
"74","Amy Dorrit",52,134
"75","Amy Dorrit",192,134
"76","Amy Dorrit",85,134
"77","Amy Dorrit",103,134
"78","Amy Dorrit",226,134
"79","Amy Dorrit",142,134
"80","Amy Dorrit",93,134
"81","Amy Dorrit",203,134
"82","Amy Dorrit",157,134
"83","Amy Dorrit",306,134
"84","Amy Dorrit",316,134
"85","Amy Dorrit",191,134
"86","Amy Dorrit",83,134
"87","Amy Dorrit",29,134
"88","Amy Dorrit",292,134
"89","Amy Dorrit",181,134
"90","Amy Dorrit",190,134
"91","Amy Dorrit",228,134
"92","Amy Dorrit",193,134
"93","Amy Dorrit",38,134
"94","Amy Dorrit",176,134
"95","Amy Dorrit",62,134
"96","Amy Dorrit",145,134
"97","Amy Dorrit",293,134
"98","Amy Dorrit",72,134
"99","Amy Dorrit",143,134
"100","Amy Dorrit",92,134
"101","Amy Dorrit",194,134
