"","Character","Node","Type","Appearances"
"1","Alfred Jingle",5,"First Appearance",34
"2","Alfred Jingle",331,"Last Appearance",34
"3","Angelo Cyrus Bantam",208,"First Appearance",6
"4","Angelo Cyrus Bantam",221,"Last Appearance",6
"5","Anthony Humm",194,"Last Appearance",3
"6","Anthony Humm",192,"First Appearance",3
"7","Arabella Allen",331,"Last Appearance",32
"8","Arabella Allen",162,"First Appearance",32
"9","Augustus Snodgrass",1,"First Appearance",82
"10","Augustus Snodgrass",331,"Last Appearance",82
"11","Benjamin Allen",172,"First Appearance",24
"12","Benjamin Allen",331,"Last Appearance",24
"13","Betsy",269,"Last Appearance",2
"14","Betsy",186,"First Appearance",2
"15","Bill",241,"Last Appearance",2
"16","Bill",240,"First Appearance",2
"17","Bob Sawyer",331,"Last Appearance",37
"18","Bob Sawyer",172,"First Appearance",37
"19","Boffer",322,"Last Appearance",1
"20","Boffer",322,"First Appearance",1
"21","Brooks",104,"Last Appearance",1
"22","Brooks",104,"First Appearance",1
"23","Brother Mordlin",193,"Last Appearance",1
"24","Brother Mordlin",193,"First Appearance",1
"25","Brother Tadger",194,"Last Appearance",1
"26","Brother Tadger",194,"First Appearance",1
"27","Bullman",109,"Last Appearance",1
"28","Bullman",109,"First Appearance",1
"29","Chancery Prisoner",247,"First Appearance",3
"30","Chancery Prisoner",267,"Last Appearance",3
"31","Charley",114,"Last Appearance",1
"32","Charley",114,"First Appearance",1
"33","Clergyman",170,"Last Appearance",11
"34","Clergyman",27,"First Appearance",11
"35","Colonel Bulder",18,"Last Appearance",2
"36","Colonel Bulder",8,"First Appearance",2
"37","Count Smorltork",83,"First Appearance",2
"38","Count Smorltork",84,"Last Appearance",2
"39","Crookey",235,"Last Appearance",1
"40","Crookey",235,"First Appearance",1
"41","Daniel Grummer",145,"Last Appearance",7
"42","Daniel Grummer",139,"First Appearance",7
"43","Doctor Payne",17,"Last Appearance",3
"44","Doctor Payne",11,"First Appearance",3
"45","Doctor Slammer",17,"Last Appearance",7
"46","Doctor Slammer",8,"First Appearance",7
"47","Dodson",331,"Last Appearance",27
"48","Dodson",101,"First Appearance",27
"49","Dowager Snuphanuph",212,"Last Appearance",3
"50","Dowager Snuphanuph",210,"First Appearance",3
"51","Dubbley",143,"Last Appearance",4
"52","Dubbley",140,"First Appearance",4
"53","Emily Wardle",329,"Last Appearance",22
"54","Emily Wardle",21,"First Appearance",22
"55","Emma",26,"First Appearance",5
"56","Emma",164,"Last Appearance",5
"57","Fogg",331,"Last Appearance",28
"58","Fogg",101,"First Appearance",28
"59","Frank Simmery",322,"Last Appearance",1
"60","Frank Simmery",322,"First Appearance",1
"61","Gabriel Grub",171,"Last Appearance",6
"62","Gabriel Grub",165,"First Appearance",6
"63","George Heyling",122,"First Appearance",2
"64","George Heyling",123,"Last Appearance",2
"65","Goodwin",99,"Last Appearance",1
"66","Goodwin",99,"First Appearance",1
"67","Harris",219,"Last Appearance",1
"68","Harris",219,"First Appearance",1
"69","Henry Beller",193,"Last Appearance",1
"70","Henry Beller",193,"First Appearance",1
"71","Hon Slumkey",299,"Last Appearance",7
"72","Hon Slumkey",65,"First Appearance",7
"73","Hon Snipe",7,"Last Appearance",1
"74","Hon Snipe",7,"First Appearance",1
"75","Horatio Fizkin",98,"Last Appearance",5
"76","Horatio Fizkin",65,"First Appearance",5
"77","Isabella Wardle",314,"Last Appearance",12
"78","Isabella Wardle",21,"First Appearance",12
"79","Jack Bamber",124,"Last Appearance",8
"80","Jack Bamber",114,"First Appearance",8
"81","Jack Hopkins",185,"First Appearance",3
"82","Jack Hopkins",188,"Last Appearance",3
"83","Jack Martin",286,"First Appearance",1
"84","Jack Martin",286,"Last Appearance",1
"85","Jackson",272,"Last Appearance",7
"86","Jackson",109,"First Appearance",7
"87","Jane1",26,"Last Appearance",1
"88","Jane1",26,"First Appearance",1
"89","Jem Hutley",13,"First Appearance",3
"90","Jem Hutley",15,"Last Appearance",3
"91","Job Trotter",88,"First Appearance",24
