"","Entropy","evenness_log2","entropy","evenness","Node"
"1",0,1,0,1,1
"2",0,1,0,1,2
"3",1,0.693147180559945,0.693147180559945,1,3
"4",0.918295834054489,0.636514168294813,0.636514168294813,0.918295834054489,4
"5",0.811278124459133,0.562335144618808,0.562335144618808,0.811278124459133,5
"6",0.721928094887362,0.500402423538188,0.500402423538188,0.721928094887362,6
"7",0.650022421648354,0.450561208866305,0.450561208866305,0.650022421648354,7
"8",0.591672778582327,0.410116318288409,0.410116318288409,0.591672778582327,8
"9",0.543564443199596,0.376770161256437,0.376770161256437,0.543564443199596,9
"10",0.503258334775646,0.348832095843032,0.348832095843032,0.503258334775646,10
"11",0.468995593589281,0.325082973391448,0.325082973391448,0.468995593589281,11
"12",0.865856617457224,0.378662632640565,0.600166073159646,0.546294702280502,12
"13",1.04085208297276,0.455192906055661,0.721463686692511,0.656704548214339,13
"14",0.991264260535429,0.433506803515759,0.687092027379972,0.625418115623811,14
"15",0.946372935985442,0.413874607151954,0.655975732336547,0.597094843287992,15
"16",1.23664074194117,0.42858702182104,0.857174043642079,0.618320370970584,16
"17",1.32446029330164,0.459022959032815,0.918045918065631,0.662230146650821,17
"18",1.27720181120226,0.442644417220451,0.885288834440902,0.63860090560113,18
"19",1.23322478822022,0.427403142475741,0.854806284951481,0.61661239411011,19
"20",1.19225086023464,0.413202661145906,0.826405322291812,0.596125430117321,20
"21",1.1540157730728,0.399951389713558,0.799902779427117,0.5770078865364,21
"22",1.11827516077098,0.387564637389311,0.775129274778622,0.559137580385488,22
"23",1.08480635484551,0.37596523315734,0.751930466314679,0.542403177422757,23
"24",1.05340815048636,0.365083444744242,0.730166889488485,0.526704075243178,24
"25",1.02389957332151,0.354856551212167,0.709713102424333,0.511949786660753,25
"26",0.996118213778296,0.345228265692417,0.690456531384835,0.498059106889148,26
"27",0.969918434275037,0.336148114045429,0.672296228090859,0.484959217137519,27
"28",1.04234432148369,0.361249013804545,0.72249802760909,0.521172160741846,28
"29",1.22740256925925,0.366406966764986,0.850770630294081,0.528613513899012,29
"30",1.27700491399686,0.38121436992262,0.885152355698116,0.549976081002975,30
"31",1.31527589951916,0.392639110322826,0.911679781410148,0.566458497321796,31
"32",1.34483662223342,0.4014636435415,0.932169713014854,0.579189607634536,32
"33",1.50343280210134,0.403139390860469,1.04210020793788,0.581607199981395,33
"34",1.47594017801228,0.395767355533763,1.02304377306435,0.570971601174299,34
"35",1.49606591154385,0.401163989121376,1.03699386851847,0.578757297688643,35
"36",1.64049742808724,0.405045389188299,1.13710616699451,0.584356974316899,36
"37",1.72249456783063,0.425290811589488,1.19394225322162,0.613564944815797,37
"38",1.7807403085429,0.439671918387606,1.23431512417596,0.634312496275936,38
"39",1.90944374733348,0.441175183300673,1.32352554990202,0.63648124911116,39
"40",1.94931258783608,0.45038684142953,1.35116052428859,0.649770862612027,40
"41",1.97899969277593,0.457246019125544,1.37173805737663,0.659666564258643,41
"42",2.00103320914619,0.462336842375501,1.3870105271265,0.667011069715398,42
"43",2.06809669386573,0.477831797492791,1.43349539247837,0.689365564621908,43
"44",2.07401834476423,0.479199989367644,1.43759996810293,0.691339448254744,44
"45",2.07678271947318,0.47983869554615,1.43951608663845,0.692260906491061,45
"46",2.18437417270254,0.477643098309208,1.51409279909673,0.689093329245535,46
"47",2.24450648729134,0.490791846086776,1.5557733434145,0.70806296245813,47
"48",2.28668589283967,0.500014946324231,1.58500987944802,0.72136908343233,48
"49",2.31753434315405,0.506760379213126,1.60639239580807,0.731100686009787,49
"50",2.29285309018639,0.501363487835748,1.58928465490086,0.723314617583428,50
"51",2.26849307036456,0.496036838451234,1.57239957584297,0.715629886931835,51
"52",2.24447513221525,0.490784989873276,1.55575160973191,0.708053071032915,52
"53",2.26899546483329,0.496146693829318,1.5727478091525,0.715788374741012,53
"54",2.24584254702913,0.491083993705375,1.55669942945481,0.708484442378691,54
"55",2.26506780532651,0.495287857701621,1.57002536303917,0.714549336118648,55
"56",2.35499128390292,0.491387989761982,1.63235556868055,0.708923015982008,56
"57",2.33198360927294,0.486587252254884,1.61640786387954,0.701997015787909,57
"58",2.33367491991776,0.486940157908295,1.61758019108445,0.702506151023986,58
"59",2.33347991623582,0.486899468811941,1.61744502483212,0.702447449066457,59
"60",2.34768081163646,0.489862600561699,1.62728833544049,0.706722344547334,60
"61",2.35836913608528,0.492092805955974,1.6346969173971,0.709939850809818,61
"62",2.35700858512723,0.491808915987968,1.63375385533653,0.709530284160818,62
"63",2.3650547150392,0.493487806109486,1.63933100759943,0.71195241061333,63
"64",2.37066508465153,0.494658455132464,1.64321981947811,0.713641300153401,64
"65",2.37419997338148,0.49539603827297,1.64567001763487,0.714705407692452,65
"66",2.37239159338911,0.495018705152779,1.64441654414178,0.71416103107119,66
"67",2.38696739622764,0.49806006437349,1.6545197207837,0.718548784936471,67
"68",2.39834770878269,0.500434658686222,1.66240795234513,0.721974600375573,68
"69",2.47365873430578,0.495633319680107,1.71460957735153,0.715047732401825,69
"70",2.54709432239802,0.492476908150442,1.76551124819043,0.710493993140972,70
"71",2.54301059840851,0.49168732617603,1.76268062642092,0.709354867142113,71
"72",2.55019227006056,0.493075891734617,1.76765858187825,0.711358143787435,72
"73",2.59258619157381,0.501272693559984,1.79704380904803,0.723183629132042,73
"74",2.66149039024259,0.498536579596214,1.84480456008404,0.719236251085203,74
"75",2.66542160554212,0.499272954462068,1.84752947088508,0.720298615452406,75
"76",2.66758112912839,0.499677465222731,1.84902633857026,0.720882201120801,76
