"","Character","Node","Type","Appearances"
"1","AspasiaFitzgibPF",14,"First Appearance",8
"2","AspasiaFitzgibPF",228,"Last Appearance",8
"3","AugustaBorehamPF",34,"First Appearance",9
"4","AugustaBorehamPF",237,"Last Appearance",9
"5","BarringtonErlePF",241,"Last Appearance",44
"6","BarringtonErlePF",1,"First Appearance",44
"7","DowagerHartletopPF",186,"Last Appearance",4
"8","DowagerHartletopPF",134,"First Appearance",4
"9","DrMalFinnPF",1,"First Appearance",10
"10","DrMalFinnPF",220,"Last Appearance",10
"11","DukeStBungayPF",14,"First Appearance",7
"12","DukeStBungayPF",156,"Last Appearance",7
"13","EarlBrentfordPF",244,"Last Appearance",96
"14","EarlBrentfordPF",1,"First Appearance",96
"15","EarlTullaPF",243,"Last Appearance",17
"16","EarlTullaPF",2,"First Appearance",17
"17","GeorgeMorrisPF",162,"Last Appearance",8
"18","GeorgeMorrisPF",2,"First Appearance",8
"19","JacobBuncePF",24,"First Appearance",17
"20","JacobBuncePF",204,"Last Appearance",17
"21","JoshMonkPF",248,"Last Appearance",82
"22","JoshMonkPF",25,"First Appearance",82
"23","LadyBaldockPF",238,"Last Appearance",43
"24","LadyBaldockPF",33,"First Appearance",43
"25","LadyCantripPF",223,"Last Appearance",3
"26","LadyCantripPF",134,"First Appearance",3
"27","LadyGlencoraPF",41,"First Appearance",29
"28","LadyGlencoraPF",211,"Last Appearance",29
"29","LadyLauraPF",6,"First Appearance",143
"30","LadyLauraPF",248,"Last Appearance",143
"31","LaurenceFitzgibPF",228,"Last Appearance",51
"32","LaurenceFitzgibPF",1,"First Appearance",51
"33","LeggeWilsonPF",118,"Last Appearance",2
"34","LeggeWilsonPF",97,"First Appearance",2
"35","LordCantripPF",96,"First Appearance",22
"36","LordCantripPF",248,"Last Appearance",22
"37","LordChilternPF",12,"First Appearance",116
"38","LordChilternPF",244,"Last Appearance",116
"39","LordDeTerrierPF",241,"Last Appearance",18
"40","LordDeTerrierPF",2,"First Appearance",18
"41","LordFawnPF",237,"Last Appearance",15
"42","LordFawnPF",134,"First Appearance",15
"43","LordFitzhowardPF",28,"Last Appearance",1
"44","LordFitzhowardPF",28,"First Appearance",1
"45","MadameMaxPF",134,"First Appearance",56
"46","MadameMaxPF",248,"Last Appearance",56
"47","MaryFloodPF",248,"Last Appearance",37
"48","MaryFloodPF",6,"First Appearance",37
"49","MildmayPF",239,"Last Appearance",61
"50","MildmayPF",3,"First Appearance",61
"51","MrAppledomPF",237,"Last Appearance",6
"52","MrAppledomPF",148,"First Appearance",6
"53","MrBonteenPF",19,"First Appearance",21
"54","MrBonteenPF",239,"Last Appearance",21
"55","MrClarksonPF",69,"First Appearance",8
"56","MrClarksonPF",105,"Last Appearance",8
"57","MrDaubenyPF",244,"Last Appearance",25
"58","MrDaubenyPF",9,"First Appearance",25
"59","MrGreshamPF",248,"Last Appearance",43
"60","MrGreshamPF",26,"First Appearance",43
"61","MrLowPF",13,"First Appearance",36
"62","MrLowPF",241,"Last Appearance",36
"63","MrRatlerPF",20,"First Appearance",23
"64","MrRatlerPF",241,"Last Appearance",23
"65","MrsBonteenPF",206,"Last Appearance",13
"66","MrsBonteenPF",18,"First Appearance",13
"67","MrsBuncePF",246,"Last Appearance",21
"68","MrsBuncePF",11,"First Appearance",21
"69","MrsFloodJonesPF",247,"Last Appearance",9
"70","MrsFloodJonesPF",6,"First Appearance",9
"71","MrsGreshamPF",45,"First Appearance",5
"72","MrsGreshamPF",231,"Last Appearance",5
"73","MrsLowPF",241,"Last Appearance",14
"74","MrsLowPF",14,"First Appearance",14
"75","MrTurnbullPF",218,"Last Appearance",41
"76","MrTurnbullPF",53,"First Appearance",41
"77","MrWesternPF",88,"Last Appearance",1
"78","MrWesternPF",88,"First Appearance",1
"79","OldOmniumPF",25,"First Appearance",46
"80","OldOmniumPF",245,"Last Appearance",46
"81","PhineasPF",1,"First Appearance",209
"82","PhineasPF",248,"Last Appearance",209
"83","PlantPalliserOmPF",243,"Last Appearance",34
"84","PlantPalliserOmPF",14,"First Appearance",34
"85","RobertKennedyPF",245,"Last Appearance",94
"86","RobertKennedyPF",13,"First Appearance",94
"87","ThomasRobyPF",20,"First Appearance",2
"88","ThomasRobyPF",93,"Last Appearance",2
"89","VioletPF",33,"First Appearance",124
"90","VioletPF",248,"Last Appearance",124
