"","Character","Node","Type","Appearances"
"1","Abbey Potterson",26,"First Appearance",15
"2","Abbey Potterson",350,"Last Appearance",15
"3","Alfred Lammle",49,"First Appearance",41
"4","Alfred Lammle",357,"Last Appearance",41
"5","Analytical Chemist",5,"First Appearance",11
"6","Analytical Chemist",273,"Last Appearance",11
"7","Bella Wilfer",357,"Last Appearance",97
"8","Bella Wilfer",15,"First Appearance",97
"9","Betty Higden",84,"First Appearance",22
"10","Betty Higden",357,"Last Appearance",22
"11","Blight",37,"First Appearance",5
"12","Blight",350,"Last Appearance",5
"13","Bob Glamour",27,"First Appearance",3
"14","Bob Glamour",192,"Last Appearance",3
"15","Bob Gliddery",192,"Last Appearance",5
"16","Bob Gliddery",28,"First Appearance",5
"17","Boots Brewer",356,"Last Appearance",16
"18","Boots Brewer",4,"First Appearance",16
"19","Bradley Headstone",14,"First Appearance",50
"20","Bradley Headstone",349,"Last Appearance",50
"21","Captain Joey",156,"First Appearance",3
"22","Captain Joey",209,"Last Appearance",3
"23","Charley Hexam",309,"Last Appearance",21
"24","Charley Hexam",11,"First Appearance",21
"25","Eugene Wrayburn",355,"Last Appearance",81
"26","Eugene Wrayburn",5,"First Appearance",81
"27","Fledgeby",111,"First Appearance",35
"28","Fledgeby",350,"Last Appearance",35
"29","Gaffer Hexam",2,"First Appearance",20
"30","Gaffer Hexam",238,"Last Appearance",20
"31","George Jones",27,"First Appearance",8
"32","George Jones",338,"Last Appearance",8
"33","George Sampson",351,"Last Appearance",17
"34","George Sampson",16,"First Appearance",17
"35","Georgiana Podsnap",56,"First Appearance",22
"36","Georgiana Podsnap",282,"Last Appearance",22
"37","Gruff and Glum",288,"First Appearance",2
"38","Gruff and Glum",289,"Last Appearance",2
"39","Jack Mullins",28,"First Appearance",1
"40","Jack Mullins",28,"Last Appearance",1
"41","Jacob Kibble",333,"Last Appearance",4
"42","Jacob Kibble",13,"First Appearance",4
"43","Jenny Wren",353,"Last Appearance",44
"44","Jenny Wren",96,"First Appearance",44
"45","Job Potterson",333,"Last Appearance",3
"46","Job Potterson",13,"First Appearance",3
"47","John Harmon",11,"First Appearance",111
"48","John Harmon",357,"Last Appearance",111
"49","Johnny",352,"Last Appearance",12
"50","Johnny",85,"First Appearance",12
"51","Lady Tippins",357,"Last Appearance",22
"52","Lady Tippins",4,"First Appearance",22
"53","Lavinia Wilfer",351,"Last Appearance",28
"54","Lavinia Wilfer",15,"First Appearance",28
"55","Lizzie Hexam",1,"First Appearance",70
"56","Lizzie Hexam",354,"Last Appearance",70
"57","Lord Snigsworth",3,"First Appearance",10
"58","Lord Snigsworth",271,"Last Appearance",10
"59","Mary Anne",309,"Last Appearance",5
"60","Mary Anne",94,"First Appearance",5
"61","Melvin Twemlow",357,"Last Appearance",29
"62","Melvin Twemlow",3,"First Appearance",29
"63","Miss Peecher",94,"First Appearance",10
"64","Miss Peecher",346,"Last Appearance",10
"65","Mortimer Lightwood",5,"First Appearance",66
"66","Mortimer Lightwood",357,"Last Appearance",66
"67","Mr Boffin",357,"Last Appearance",103
"68","Mr Boffin",20,"First Appearance",103
"69","Mr Dolls",318,"Last Appearance",10
"70","Mr Dolls",103,"First Appearance",10
"71","Mr Grompus",59,"Last Appearance",1
"72","Mr Grompus",59,"First Appearance",1
"73","Mr Inspector",10,"First Appearance",16
"74","Mr Inspector",350,"Last Appearance",16
"75","Mr Podsnap",272,"Last Appearance",18
"76","Mr Podsnap",7,"First Appearance",18
"77","Mr Riah",350,"Last Appearance",31
"78","Mr Riah",118,"First Appearance",31
"79","Mr Veneering",357,"Last Appearance",34
"80","Mr Veneering",3,"First Appearance",34
"81","Mr Wilfer",14,"First Appearance",41
"82","Mr Wilfer",350,"Last Appearance",41
"83","Mrs  Veneering",3,"First Appearance",27
"84","Mrs  Veneering",357,"Last Appearance",27
"85","Mrs Boffin",22,"First Appearance",83
"86","Mrs Boffin",357,"Last Appearance",83
"87","Mrs Milvey",328,"Last Appearance",11
"88","Mrs Milvey",44,"First Appearance",11
"89","Mrs Podsnap",4,"First Appearance",12
"90","Mrs Podsnap",356,"Last Appearance",12
"91","Mrs Sprodgkin",325,"First Appearance",2
"92","Mrs Sprodgkin",326,"Last Appearance",2
"93","Mrs Swoshle",90,"First Appearance",1
"94","Mrs Swoshle",90,"Last Appearance",1
"95","Mrs Wilfer",351,"Last Appearance",28
"96","Mrs Wilfer",14,"First Appearance",28
"97","MrVenus",344,"Last Appearance",34
"98","MrVenus",33,"First Appearance",34
"99","Pleasant Riderhood",151,"First Appearance",12
"100","Pleasant Riderhood",341,"Last Appearance",12
"101","Poddles",85,"First Appearance",3
"102","Poddles",87,"Last Appearance",3
"103","Reverend  FrankMilvey",345,"Last Appearance",12
"104","Reverend  FrankMilvey",44,"First Appearance",12
"105","Rogue Riderhood",357,"Last Appearance",46
"106","Rogue Riderhood",26,"First Appearance",46
"107","Silas Wegg",19,"First Appearance",45
"108","Silas Wegg",344,"Last Appearance",45
"109","Sloppy",85,"First Appearance",21
"110","Sloppy",353,"Last Appearance",21
"111","Sophronia Akershem",49,"First Appearance",40
"112","Sophronia Akershem",357,"Last Appearance",40
"113","The Tapkins",90,"Last Appearance",1
"114","The Tapkins",90,"First Appearance",1
"115","Toddles",85,"First Appearance",3
"116","Toddles",87,"Last Appearance",3
"117","Tom Tootle",28,"First Appearance",4
"118","Tom Tootle",192,"Last Appearance",4
"119","William Williams",191,"First Appearance",2
"120","William Williams",192,"Last Appearance",2
