"","Character","Node","Type","Appearances"
"72","FrankSimmeryPP",273,"First Appearance",2
"73","GabeGrubPP",139,"First Appearance",5
"74","GabeGrubPP",144,"Last Appearance",5
"75","GoodwinPP",82,"First Appearance",1
"76","GoodwinPP",82,"Last Appearance",1
"77","GroffinPP",166,"First Appearance",1
"78","GroffinPP",166,"Last Appearance",1
"79","GrummerPP",121,"Last Appearance",6
"80","GrummerPP",116,"First Appearance",6
"81","HarrisPP",183,"First Appearance",1
"82","HarrisPP",183,"Last Appearance",1
"83","HeylingPP",103,"Last Appearance",2
"84","HeylingPP",102,"First Appearance",2
"85","HonSlumkeyPP",255,"Last Appearance",7
"86","HonSlumkeyPP",54,"First Appearance",7
"87","HonSnipePP",7,"Last Appearance",1
"88","HonSnipePP",7,"First Appearance",1
"89","HopkinsPP",155,"First Appearance",4
"90","HopkinsPP",158,"Last Appearance",4
"91","IsabellaWardlePP",267,"Last Appearance",13
"92","IsabellaWardlePP",17,"First Appearance",13
"93","JackMartinPP",243,"First Appearance",1
"94","JackMartinPP",243,"Last Appearance",1
"95","JacksonPP",91,"First Appearance",6
"96","JacksonPP",230,"Last Appearance",6
"97","Jane1PP",21,"First Appearance",1
"98","Jane1PP",21,"Last Appearance",1
"99","JemHutleyPP",12,"Last Appearance",2
"100","JemHutleyPP",11,"First Appearance",2
"101","JobTrotterPP",73,"First Appearance",24
"102","JobTrotterPP",281,"Last Appearance",24
"103","JoePP",16,"First Appearance",23
"104","JoePP",278,"Last Appearance",23
"105","JoeSmiggersPP",1,"First Appearance",1
"106","JoeSmiggersPP",1,"Last Appearance",1
"107","JohnEdmundsPP",27,"Last Appearance",3
"108","JohnEdmundsPP",25,"First Appearance",3
"109","JohnSmaukerPP",182,"First Appearance",4
"110","JohnSmaukerPP",185,"Last Appearance",4
"111","JonasMudgePP",162,"First Appearance",1
"112","JonasMudgePP",162,"Last Appearance",1
"113","KatePP",79,"First Appearance",1
"114","KatePP",79,"Last Appearance",1
"115","LadyCLubberPP",6,"First Appearance",2
"116","LadyCLubberPP",7,"Last Appearance",2
"117","LrdMutanhedPP",178,"Last Appearance",2
"118","LrdMutanhedPP",177,"First Appearance",2
"119","LtTappletonPP",10,"First Appearance",3
"120","LtTappletonPP",14,"Last Appearance",3
"121","LudHudibarasPP",179,"First Appearance",1
"122","LudHudibarasPP",179,"Last Appearance",1
"123","MariaLobbsPP",78,"First Appearance",3
"124","MariaLobbsPP",80,"Last Appearance",3
"125","MarqFilletPP",246,"Last Appearance",2
"126","MarqFilletPP",245,"First Appearance",2
"127","MarthaBardellPP",52,"First Appearance",25
"128","MarthaBardellPP",280,"Last Appearance",25
"129","MaryPP",21,"First Appearance",22
"130","MaryPP",280,"Last Appearance",22
"131","MissBoloPP",177,"First Appearance",1
"132","MissBoloPP",177,"Last Appearance",1
"133","MissBulderPP",7,"Last Appearance",1
"134","MissBulderPP",7,"First Appearance",1
"135","MissesClubberPP",7,"First Appearance",1
"136","MissesClubberPP",7,"Last Appearance",1
"137","MissesMatinterPP",177,"First Appearance",1
"138","MissesMatinterPP",177,"Last Appearance",1
"139","MissesSmithiePP",7,"First Appearance",1
"140","MissesSmithiePP",7,"Last Appearance",1
"141","MissGwynnPP",77,"First Appearance",1
"142","MissGwynnPP",77,"Last Appearance",1
"143","MissSmithersPP",95,"Last Appearance",2
"144","MissSmithersPP",76,"First Appearance",2
"145","MissTomkinsPP",76,"First Appearance",2
"146","MissTomkinsPP",77,"Last Appearance",2
"147","MrCrawleyPP",177,"First Appearance",1
"148","MrCrawleyPP",177,"Last Appearance",1
"149","MrCrushtonPP",177,"First Appearance",2
"150","MrCrushtonPP",178,"Last Appearance",2
"151","MrDowlerPP",192,"Last Appearance",12
"152","MrDowlerPP",174,"First Appearance",12
"153","MrDumkinsPP",30,"First Appearance",3
"154","MrDumkinsPP",32,"Last Appearance",3
"155","MrGrundyPP",95,"First Appearance",1
"156","MrGrundyPP",95,"Last Appearance",1
"157","MrGunterPP",157,"First Appearance",1
"158","MrGunterPP",157,"Last Appearance",1
"159","MrHunterPP",68,"Last Appearance",2
"160","MrHunterPP",67,"First Appearance",2
"161","MrJinkinsPP",65,"First Appearance",1
"162","MrJinkinsPP",65,"Last Appearance",1
"163","MrJinksPP",121,"Last Appearance",4
"164","MrJinksPP",116,"First Appearance",4
"165","MrLowtenPP",266,"Last Appearance",13
"166","MrLowtenPP",95,"First Appearance",13
"167","MrLuffeyPP",32,"Last Appearance",3
"168","MrLuffeyPP",30,"First Appearance",3
"169","MrMallardPP",152,"First Appearance",3
"170","MrMallardPP",165,"Last Appearance",3
"171","MrMillerPP",25,"Last Appearance",2
"172","MrMillerPP",23,"First Appearance",2
"173","MrMivinsPP",204,"First Appearance",5
"174","MrMivinsPP",219,"Last Appearance",5
"175","MrNambyPP",197,"First Appearance",3
"176","MrNambyPP",199,"Last Appearance",3
"177","MrPerkerPP",42,"First Appearance",40
"178","MrPerkerPP",280,"Last Appearance",40
"179","MrPhunkyPP",170,"Last Appearance",4
"180","MrPhunkyPP",153,"First Appearance",4
"181","MrPodderPP",30,"First Appearance",3
"182","MrPodderPP",32,"Last Appearance",3
"183","MrPottPP",55,"First Appearance",13
"184","MrPottPP",257,"Last Appearance",13
"185","MrPricePP",198,"First Appearance",1
"186","MrPricePP",198,"Last Appearance",1
"187","MrRaddlePP",230,"Last Appearance",5
"188","MrRaddlePP",155,"First Appearance",5
"189","MrsBUlderPP",7,"First Appearance",1
"190","MrsBUlderPP",7,"Last Appearance",1
"191","MrsBunkinPP",170,"First Appearance",1
"192","MrsBunkinPP",170,"Last Appearance",1
"193","MrsCluppinsPP",125,"First Appearance",10
"194","MrsCluppinsPP",230,"Last Appearance",10
"195","MrsCraddockPP",178,"First Appearance",3
"196","MrsCraddockPP",182,"Last Appearance",3
"197","MrsDowlerPP",190,"Last Appearance",6
"198","MrsDowlerPP",174,"First Appearance",6
"199","MrsHunterPP",67,"First Appearance",4
"200","MrsHunterPP",70,"Last Appearance",4
"201","MrSimpsonPP",208,"First Appearance",1
"202","MrSimpsonPP",208,"Last Appearance",1
"203","MrSkimpinPP",165,"First Appearance",4
"204","MrSkimpinPP",170,"Last Appearance",4
"205","MrSlasherPP",155,"Last Appearance",1
"206","MrSlasherPP",155,"First Appearance",1
"207","MrSmanglePP",205,"First Appearance",5
"208","MrSmanglePP",227,"Last Appearance",5
"209","MrSmithiesPP",7,"First Appearance",1
"210","MrSmithiesPP",7,"Last Appearance",1
"211","MrSmouchPP",197,"First Appearance",2
"212","MrSmouchPP",198,"Last Appearance",2
"213","MrsMudberryPP",170,"Last Appearance",1
"214","MrsMudberryPP",170,"First Appearance",1
"215","MrSnicksPP",232,"First Appearance",1
"216","MrSnicksPP",232,"Last Appearance",1
"217","MrsNupkinsPP",121,"First Appearance",3
"218","MrsNupkinsPP",123,"Last Appearance",3
"219","MrsPorkenhamPP",121,"First Appearance",1
"220","MrsPorkenhamPP",121,"Last Appearance",1
"221","MrsPottPP",55,"First Appearance",11
"222","MrsPottPP",255,"Last Appearance",11
"223","MrsRaddlePP",230,"Last Appearance",8
"224","MrsRaddlePP",154,"First Appearance",8
"225","MrsRogersPP",228,"First Appearance",3
"226","MrsRogersPP",230,"Last Appearance",3
"227","MrsSandersPP",125,"First Appearance",9
"228","MrsSandersPP",230,"Last Appearance",9
"229","MrsSmithePP",7,"First Appearance",1
"230","MrsSmithePP",7,"Last Appearance",1
"231","MrStaplePP",31,"Last Appearance",1
"232","MrStaplePP",31,"First Appearance",1
"233","MrStareleighPP",165,"First Appearance",5
"234","MrStareleighPP",172,"Last Appearance",5
"235","MrStigginsPP",128,"First Appearance",10
"236","MrStigginsPP",261,"Last Appearance",10
"237","MrsTomlinsonPP",7,"First Appearance",1
"238","MrsTomlinsonPP",7,"Last Appearance",1
"239","MrStrugglesPP",32,"Last Appearance",3
"240","MrStrugglesPP",30,"First Appearance",3
"241","MrsWardlePP",23,"First Appearance",22
"242","MrsWardlePP",280,"Last Appearance",22
"243","MrsWellerPP",274,"Last Appearance",9
"244","MrsWellerPP",41,"First Appearance",9
"245","MrsWugsbyPP",178,"Last Appearance",2
"246","MrsWugsbyPP",177,"First Appearance",2
"247","MrTrundlePP",281,"Last Appearance",18
"248","MrTrundlePP",17,"First Appearance",18
"249","MrTucklePP",183,"First Appearance",2
"250","MrTucklePP",185,"Last Appearance",2
"251","MrWardlePP",281,"Last Appearance",34
"252","MrWardlePP",17,"First Appearance",34
"253","MrWattyPP",151,"First Appearance",1
"254","MrWattyPP",151,"Last Appearance",1
"255","MrWhiffersPP",184,"First Appearance",2
"256","MrWhiffersPP",185,"Last Appearance",2
"257","MrWicksPP",91,"First Appearance",3
"258","MrWicksPP",93,"Last Appearance",3
"259","MsNupkinsPP",123,"Last Appearance",3
"260","MsNupkinsPP",121,"First Appearance",3
"261","MsWitherfieldPP",114,"First Appearance",3
"262","MsWitherfieldPP",116,"Last Appearance",3
"263","MuzzlePP",116,"First Appearance",7
"264","MuzzlePP",193,"Last Appearance",7
"265","NatePipkinPP",78,"First Appearance",3
"266","NatePipkinPP",80,"Last Appearance",3
"267","NateWinklePP",281,"Last Appearance",94
"268","NateWinklePP",1,"First Appearance",94
"269","NeddyPP",208,"First Appearance",3
"270","NeddyPP",220,"Last Appearance",3
"271","NoddyPP",157,"First Appearance",1
"272","NoddyPP",157,"Last Appearance",1
"273","NupkinsPP",116,"First Appearance",9
"274","NupkinsPP",193,"Last Appearance",9
"275","oldLobbsPP",78,"First Appearance",3
"276","oldLobbsPP",80,"Last Appearance",3
"277","PeterMagnusPP",115,"Last Appearance",4
"278","PeterMagnusPP",106,"First Appearance",4
"279","PickwickPP",1,"First Appearance",213
"280","PickwickPP",281,"Last Appearance",213
"281","PorkenhamPP",121,"First Appearance",1
"282","PorkenhamPP",121,"Last Appearance",1
"283","PrufflePP",196,"First Appearance",1
"284","PrufflePP",196,"Last Appearance",1
"285","QuankoSambaPP",31,"Last Appearance",1
"286","QuankoSambaPP",31,"First Appearance",1
"287","RachaelWardlePP",17,"First Appearance",10
"288","RachaelWardlePP",83,"Last Appearance",10
"289","RichUpwitchPP",166,"First Appearance",1
"290","RichUpwitchPP",166,"Last Appearance",1
"291","SamPP",3,"First Appearance",1
"292","SamPP",3,"Last Appearance",1
"293","SamWellerPP",281,"Last Appearance",135
"294","SamWellerPP",40,"First Appearance",135
"295","SgtBuzfuzPP",165,"First Appearance",8
"296","SgtBuzfuzPP",172,"Last Appearance",8
"297","SgtSnubbinPP",151,"First Appearance",8
"298","SgtSnubbinPP",172,"Last Appearance",8
"299","SirManningPP",83,"First Appearance",3
"300","SirManningPP",86,"Last Appearance",3
"301","SnodgrassPP",1,"First Appearance",75
"302","SnodgrassPP",281,"Last Appearance",75
"303","SolLucasPP",68,"Last Appearance",2
"304","SolLucasPP",67,"First Appearance",2
"305","SolPellPP",212,"First Appearance",9
"306","SolPellPP",274,"Last Appearance",9
"307","ThomClubberPP",7,"First Appearance",1
"308","ThomClubberPP",7,"Last Appearance",1
"309","TomBardellPP",52,"First Appearance",6
"310","TomBardellPP",229,"Last Appearance",6
"311","TomCrippsPP",248,"Last Appearance",6
"312","TomCrippsPP",188,"First Appearance",6
"313","TomMartinPP",207,"First Appearance",3
"314","TomMartinPP",209,"Last Appearance",3
"315","TommyPP",3,"First Appearance",1
"316","TommyPP",3,"Last Appearance",1
"317","TomRokerPP",202,"First Appearance",9
"318","TomRokerPP",227,"Last Appearance",9
"319","TomSmartPP",241,"Last Appearance",7
"320","TomSmartPP",62,"First Appearance",7
"321","TomWildsparkPP",161,"First Appearance",1
"322","TomWildsparkPP",161,"Last Appearance",1
"323","TonyHummPP",163,"Last Appearance",2
"324","TonyHummPP",162,"First Appearance",2
"325","TonyWellerPP",281,"Last Appearance",125
"326","TonyWellerPP",41,"First Appearance",125
"327","TracyTupmanPP",280,"Last Appearance",79
"328","TracyTupmanPP",1,"First Appearance",79
"329","WilkinsPP",73,"First Appearance",2
"330","WilkinsPP",88,"Last Appearance",2
