"","V1","V2"
"1","3","Kit Nubbles"
"2","3","Little Nell"
"3","3","Nell Trent"
"4","2","Nell's Grandfather"
"5","4","Little Nell"
"6","4","Nell Trent"
"7","4","Nell's Grandfather"
"8","7","Dick Swiveller"
"9","7","Nell's Grandfather"
"10","8","Dick Swiveller"
"11","5","Little Nell"
"12","5","Nell Trent"
"13","8","Nell's Grandfather"
"14","9","Dick Swiveller"
"15","9","Little Nell"
"16","9","Nell Trent"
"17","9","Nell's Grandfather"
"18","10","Daniel Quilp"
"19","10","Dick Swiveller"
"20","10","Little Nell"
"21","10","Nell Trent"
"22","4","Kit Nubbles"
"23","11","Little Nell"
"24","11","Nell Trent"
"25","11","Daniel Quilp"
"26","11","Mrs Betsy Quilp"
"27","13","Daniel Quilp"
"28","13","Mrs Betsy Quilp"
"29","13","Mrs Jiniwin"
"30","14","Daniel Quilp"
"31","14","Mrs Betsy Quilp"
"32","14","Mrs Henrietta Simmons"
"33","14","Mrs Jiniwin"
"34","15","Daniel Quilp"
"35","15","Mrs Betsy Quilp"
"36","16","Daniel Quilp"
"37","16","Mrs Betsy Quilp"
"38","15","Mrs Jiniwin"
"39","17","Daniel Quilp"
"40","18","Daniel Quilp"
"41","12","Little Nell"
"42","12","Nell Trent"
"43","19","Daniel Quilp"
"44","12","Kit Nubbles"
"45","19","Little Nell"
"46","17","Mrs Betsy Quilp"
"47","19","Nell Trent"
"48","20","Daniel Quilp"
"49","20","Kit Nubbles"
"50","20","Little Nell"
"51","20","Mrs Betsy Quilp"
"52","20","Nell Trent"
"53","10","Nell's Grandfather"
"54","21","Daniel Quilp"
"55","21","Kit Nubbles"
"56","21","Little Nell"
"57","21","Mrs Betsy Quilp"
"58","21","Nell Trent"
"59","21","Nell's Grandfather"
"60","22","Daniel Quilp"
"61","22","Mrs Betsy Quilp"
"62","11","Dick Swiveller"
"63","21","Frederick Trent"
"64","24","Dick Swiveller"
"65","24","Frederick Trent"
"66","22","Little Nell"
"67","22","Nell Trent"
"68","25","Dick Swiveller"
"69","25","Frederick Trent"
"70","26","Dick Swiveller"
"71","26","Frederick Trent"
"72","26","Sophia Wackles"
"73","27","Dick Swiveller"
"74","27","Sophia Wackles"
"75","28","Dick Swiveller"
"76","28","Jane Wackles"
"77","28","Miss Cheggs"
"78","28","Mr Cheggs"
"79","28","Mrs Wackles"
"80","28","Sophia Wackles"
"81","29","Dick Swiveller"
"82","27","Frederick Trent"
"83","29","Jane Wackles"
"84","29","Miss Cheggs"
"85","29","Mr Cheggs"
"86","29","Mrs Wackles"
"87","29","Sophia Wackles"
"88","25","Little Nell"
"89","23","Mrs Betsy Quilp"
"90","25","Nell Trent"
"91","23","Daniel Quilp"
"92","31","Little Nell"
"93","31","Mrs Betsy Quilp"
"94","31","Nell Trent"
"95","22","Nell's Grandfather"
"96","32","Daniel Quilp"
"97","32","Little Nell"
"98","32","Nell Trent"
"99","33","Daniel Quilp"
"100","22","Kit Nubbles"
"101","34","Daniel Quilp"
"102","34","Kit Nubbles"
"103","35","Kit Nubbles"
"104","33","Little Nell"
"105","35","Mrs Nubbles"
"106","33","Nell Trent"
"107","36","Kit Nubbles"
"108","35","Daniel Quilp"
"109","38","Daniel Quilp"
"110","37","Kit Nubbles"
"111","36","Little Nell"
"112","36","Nell Trent"
"113","32","Nell's Grandfather"
"114","38","Sampson Brass"
"115","39","Daniel Quilp"
"116","39","Kit Nubbles"
"117","39","Little Nell"
"118","39","Nell Trent"
"119","39","Sampson Brass"
"120","40","Daniel Quilp"
"121","40","Little Nell"
"122","40","Nell Trent"
"123","40","Sampson Brass"
"124","40","Kit Nubbles"
"125","42","Little Nell"
"126","42","Nell Trent"
"127","39","Nell's Grandfather"
"128","42","Daniel Quilp"
"129","43","Little Nell"
"130","43","Nell Trent"
"131","42","Sampson Brass"
"132","44","Daniel Quilp"
"133","30","Dick Swiveller"
"134","32","Mrs Betsy Quilp"
"135","44","Sampson Brass"
"136","45","Daniel Quilp"
"137","45","Dick Swiveller"
"138","30","Frederick Trent"
"139","44","Little Nell"
"140","45","Mrs Betsy Quilp"
"141","44","Nell Trent"
"142","45","Sampson Brass"
"143","30","Sophia Wackles"
"144","46","Daniel Quilp"
"145","46","Dick Swiveller"
"146","43","Kit Nubbles"
"147","46","Mrs Betsy Quilp"
"148","46","Sampson Brass"
"149","47","Kit Nubbles"
"150","36","Mrs Nubbles"
"151","47","Daniel Quilp"
"152","48","Kit Nubbles"
"153","50","Abel Garland"
"154","49","Kit Nubbles"
"155","46","Little Nell"
"156","50","Mr Chuckster"
"157","50","Mr Witherden"
"158","46","Nell Trent"
"159","51","Kit Nubbles"
"160","51","Little Nell"
"161","51","Nell Trent"
"162","43","Nell's Grandfather"
"163","53","Nell's Grandfather"
"164","53","Little Nell"
"165","53","Nell Trent"
"166","54","Nell's Grandfather"
"167","55","Little Nell"
"168","55","Nell Trent"
"169","55","Nell's Grandfather"
"170","56","Thomas Codlin"
"171","56","Little Nell"
"172","56","Nell Trent"
"173","58","Little Nell"
"174","58","Nell Trent"
"175","57","Nell's Grandfather"
"176","57","Thomas Codlin"
"177","60","Little Nell"
"178","60","Mr Harris"
"179","60","Nell Trent"
"180","60","Thomas Codlin"
"181","61","Mr Harris"
"182","61","Thomas Codlin"
"183","63","Mr Harris"
"184","63","Thomas Codlin"
"185","64","Jerry"
"186","61","Little Nell"
"187","64","Mr Harris"
"188","61","Nell Trent"
"189","64","Thomas Codlin"
"190","65","Jerry"
"191","65","Little Nell"
"192","65","Mr Harris"
"193","65","Nell Trent"
"194","60","Nell's Grandfather"
"195","65","Thomas Codlin"
"196","66","Mr Harris"
"197","66","Nell's Grandfather"
"198","66","Thomas Codlin"
"199","67","Mr Harris"
"200","67","Thomas Codlin"
"201","68","Mr Harris"
"202","67","Nell's Grandfather"
"203","68","Thomas Codlin"
"204","49","Daniel Quilp"
"205","52","Kit Nubbles"
"206","66","Little Nell"
"207","66","Nell Trent"
"208","51","Abel Garland"
"209","70","Kit Nubbles"
"210","51","Mr Chuckster"
"211","50","Mr Garland"
"212","51","Mr Witherden"
"213","50","Whisker"
"214","71","Abel Garland"
"215","48","Jacob Nubbles"
"216","71","Kit Nubbles"
"217","71","Mr Garland"
"218","72","Abel Garland"
"219","70","Daniel Quilp"
"220","47","Dick Swiveller"
"221","72","Jacob Nubbles"
"222","72","Kit Nubbles"
"223","70","Little Nell"
"224","72","Mr Garland"
"225","72","Mrs Garland"
"226","70","Nell Trent"
"227","73","Daniel Quilp"
"228","73","Dick Swiveller"
"229","73","Jacob Nubbles"
"230","30","Mr Cheggs"
"231","46","Sophia Wackles"
"232","74","Daniel Quilp"
"233","74","Dick Swiveller"
"234","46","Frederick Trent"
"235","73","Little Nell"
"236","47","Mrs Betsy Quilp"
"237","73","Nell Trent"
"238","74","Jacob Nubbles"
"239","73","Kit Nubbles"
"240","48","Mrs Nubbles"
"241","73","Abel Garland"
"242","76","Kit Nubbles"
"243","73","Mr Garland"
"244","71","Whisker"
"245","77","Barbara"
"246","77","Kit Nubbles"
"247","75","Daniel Quilp"
"248","75","Dick Swiveller"
"249","75","Frederick Trent"
"250","74","Sophia Wackles"
"251","79","Daniel Quilp"
"252","79","Dick Swiveller"
"253","79","Frederick Trent"
"254","75","Mrs Betsy Quilp"
"255","17","Mrs Jiniwin"
"256","80","Daniel Quilp"
"257","80","Dick Swiveller"
"258","80","Frederick Trent"
"259","75","Little Nell"
"260","80","Mrs Betsy Quilp"
"261","80","Mrs Jiniwin"
"262","75","Nell Trent"
"263","69","Nell's Grandfather"
"264","81","Daniel Quilp"
"265","81","Dick Swiveller"
"266","81","Frederick Trent"
"267","81","Little Nell"
"268","81","Nell Trent"
"269","82","Little Nell"
"270","82","Nell Trent"
"271","81","Nell's Grandfather"
"272","83","Little Nell"
"273","83","Nell Trent"
"274","83","Nell's Grandfather"
"275","84","Little Nell"
"276","84","Nell Trent"
"277","85","Little Nell"
"278","85","Nell Trent"
"279","84","Nell's Grandfather"
"280","86","Little Nell"
"281","86","Nell Trent"
"282","87","Little Nell"
"283","87","Nell Trent"
"284","88","Little Nell"
"285","88","Nell Trent"
"286","90","Little Nell"
"287","69","Mr Harris"
"288","90","Nell Trent"
"289","86","Nell's Grandfather"
"290","69","Thomas Codlin"
"291","91","Little Nell"
"292","91","Nell Trent"
"293","91","Nell's Grandfather"
"294","92","Little Nell"
"295","92","Nell Trent"
"296","92","Nell's Grandfather"
"297","93","Little Nell"
"298","93","Mrs Jarley"
"299","93","Nell Trent"
"300","93","Nell's Grandfather"
"301","82","Daniel Quilp"
"302","94","Little Nell"
"303","94","Mrs Jarley"
"304","94","Nell Trent"
"305","94","Nell's Grandfather"
"306","95","Daniel Quilp"
"307","95","Mrs Jarley"
"308","95","Nell's Grandfather"
"309","96","Daniel Quilp"
"310","92","George"
"311","95","Little Nell"
"312","96","Mrs Jarley"
"313","95","Nell Trent"
"314","96","Nell's Grandfather"
"315","97","Little Nell"
"316","97","Mr Slum"
"317","97","Mrs Jarley"
"318","97","Nell Trent"
"319","97","George"
"320","98","Little Nell"
"321","98","Mrs Jarley"
"322","98","Nell Trent"
