"","Character","Node","Type","Appearances"
"1","Ada Clare",12,"First Appearance",112
"2","Ada Clare",327,"Last Appearance",112
"3","Alfred Pardiggle",39,"Last Appearance",1
"4","Alfred Pardiggle",39,"First Appearance",1
"5","Allan Woodcourt",328,"Last Appearance",43
"6","Allan Woodcourt",74,"First Appearance",43
"7","Arethusa Skimpole",308,"Last Appearance",3
"8","Arethusa Skimpole",221,"First Appearance",3
"9","Bartholomew Smallweed",102,"First Appearance",8
"10","Bartholomew Smallweed",208,"Last Appearance",8
"11","Bob Stables",293,"Last Appearance",4
"12","Bob Stables",4,"First Appearance",4
"13","Captain Hawden",272,"Last Appearance",10
"14","Captain Hawden",20,"First Appearance",10
"15","Captain Swosser",86,"Last Appearance",3
"16","Captain Swosser",65,"First Appearance",3
"17","Caroline Caddy",15,"First Appearance",35
"18","Caroline Caddy",327,"Last Appearance",35
"19","Charley",327,"Last Appearance",37
"20","Charley",79,"First Appearance",37
"21","Coavinses",309,"Last Appearance",9
"22","Coavinses",29,"First Appearance",9
"23","Conversation Kenge",323,"Last Appearance",24
"24","Conversation Kenge",8,"First Appearance",24
"25","Darby",115,"First Appearance",2
"26","Darby",116,"Last Appearance",2
"27","Egbert Pardiggle",40,"Last Appearance",2
"28","Egbert Pardiggle",39,"First Appearance",2
"29","Emma Neckett",79,"First Appearance",8
"30","Emma Neckett",327,"Last Appearance",8
"31","Esther Summerson",7,"First Appearance",80
"32","Esther Summerson",328,"Last Appearance",80
"33","Francis Pardiggle",39,"First Appearance",2
"34","Francis Pardiggle",40,"Last Appearance",2
"35","George Rouncewell",109,"First Appearance",39
"36","George Rouncewell",317,"Last Appearance",39
"37","Grandfather Smallweed",102,"First Appearance",26
"38","Grandfather Smallweed",313,"Last Appearance",26
"39","Guster",49,"First Appearance",14
"40","Guster",301,"Last Appearance",14
"41","Inspector Bucket",113,"First Appearance",45
"42","Inspector Bucket",317,"Last Appearance",45
"43","James George Bogsby",170,"First Appearance",2
"44","James George Bogsby",173,"Last Appearance",2
"45","Jenny",42,"First Appearance",8
"46","Jenny",291,"Last Appearance",8
"47","Jo",56,"First Appearance",28
"48","Jo",318,"Last Appearance",28
"49","Jobling",102,"First Appearance",21
"50","Jobling",321,"Last Appearance",21
"51","John Jarndyce",9,"First Appearance",95
"52","John Jarndyce",322,"Last Appearance",95
"53","Judy Smallweed",237,"Last Appearance",18
"54","Judy Smallweed",107,"First Appearance",18
"55","Kitty Skimpole",221,"First Appearance",3
"56","Kitty Skimpole",308,"Last Appearance",3
"57","Krook",20,"First Appearance",29
"58","Krook",313,"Last Appearance",29
"59","Lady Dedlock",4,"First Appearance",66
"60","Lady Dedlock",325,"Last Appearance",66
"61","Laura Skimpole",221,"First Appearance",3
"62","Laura Skimpole",308,"Last Appearance",3
"63","Lawrence Boythorn",44,"First Appearance",22
"64","Lawrence Boythorn",325,"Last Appearance",22
"65","Little Swills",55,"First Appearance",8
"66","Little Swills",207,"Last Appearance",8
"67","Liz",115,"First Appearance",5
"68","Liz",289,"Last Appearance",5
"69","Lord Boodle",60,"First Appearance",4
"70","Lord Boodle",325,"Last Appearance",4
"71","Mademoiselle Hortense",59,"First Appearance",12
"72","Mademoiselle Hortense",275,"Last Appearance",12
"73","Malta Bagnet",142,"First Appearance",8
"74","Malta Bagnet",279,"Last Appearance",8
"75","Matthew Bagnet",142,"First Appearance",16
"76","Matthew Bagnet",279,"Last Appearance",16
"77","Mercury",5,"First Appearance",19
"78","Mercury",281,"Last Appearance",19
"79","Miss Barbary",281,"Last Appearance",4
"80","Miss Barbary",8,"First Appearance",4
"81","Miss Donny",10,"First Appearance",2
"82","Miss Donny",11,"Last Appearance",2
"83","Miss Flite",324,"Last Appearance",27
"84","Miss Flite",53,"First Appearance",27
"85","Miss Wisk",157,"Last Appearance",1
"86","Miss Wisk",157,"First Appearance",1
"87","Mooney",56,"Last Appearance",1
"88","Mooney",56,"First Appearance",1
"89","Mr Badger",65,"First Appearance",8
"90","Mr Badger",255,"Last Appearance",8
"91","Mr Gridley",305,"Last Appearance",21
"92","Mr Gridley",2,"First Appearance",21
"93","Mr Grubble",193,"Last Appearance",1
