"","Character","Node","Type","Appearances"
"1","Anny",65,"First Appearance",1
"2","Anny",65,"Last Appearance",1
"3","Artful Dodger",21,"First Appearance",28
"4","Artful Dodger",134,"Last Appearance",28
"5","Barney",40,"First Appearance",6
"6","Barney",129,"Last Appearance",6
"7","Bet",24,"First Appearance",6
"8","Bet",134,"Last Appearance",6
"9","Bill Sikes",33,"First Appearance",43
"10","Bill Sikes",155,"Last Appearance",43
"11","Blathers",83,"First Appearance",5
"12","Blathers",118,"Last Appearance",5
"13","Brittles",76,"First Appearance",9
"14","Brittles",155,"Last Appearance",9
"15","Charley Bates",23,"First Appearance",25
"16","Charley Bates",155,"Last Appearance",25
"17","Charlotte",155,"Last Appearance",11
"18","Charlotte",10,"First Appearance",11
"19","Conkey Chickweed",84,"First Appearance",3
"20","Conkey Chickweed",86,"Last Appearance",3
"21","Dick",19,"First Appearance",5
"22","Dick",151,"Last Appearance",5
"23","Duff",83,"First Appearance",6
"24","Duff",118,"Last Appearance",6
"25","Edward Leeford",155,"Last Appearance",18
"26","Edward Leeford",72,"First Appearance",18
"27","Fagin",22,"First Appearance",48
"28","Fagin",155,"Last Appearance",48
"29","Grannett",62,"First Appearance",1
"30","Grannett",62,"Last Appearance",1
"31","Harry Maylie",92,"First Appearance",12
"32","Harry Maylie",155,"Last Appearance",12
"33","Jem Spyers",84,"First Appearance",2
"34","Jem Spyers",85,"Last Appearance",2
"35","Kags",143,"First Appearance",2
"36","Kags",144,"Last Appearance",2
"37","Martha",65,"First Appearance",1
"38","Martha",65,"Last Appearance",1
"39","Morris Bolter",121,"First Appearance",4
"40","Morris Bolter",129,"Last Appearance",4
"41","Mr Brownlow",27,"First Appearance",29
"42","Mr Brownlow",156,"Last Appearance",29
"43","Mr Bumble",155,"Last Appearance",31
"44","Mr Bumble",2,"First Appearance",31
"45","Mr Fang",27,"First Appearance",3
"46","Mr Fang",34,"Last Appearance",3
"47","Mr Gamfield",6,"First Appearance",4
"48","Mr Gamfield",148,"Last Appearance",4
"49","Mr Giles",76,"First Appearance",16
"50","Mr Giles",155,"Last Appearance",16
"51","Mr Grimwig",155,"Last Appearance",12
"52","Mr Grimwig",37,"First Appearance",12
"53","Mr Limbkins",5,"First Appearance",4
"54","Mr Limbkins",8,"Last Appearance",4
"55","Mr Lively",69,"First Appearance",1
"56","Mr Lively",69,"Last Appearance",1
"57","Mr Losberne",79,"First Appearance",24
"58","Mr Losberne",155,"Last Appearance",24
"59","Mr Mann",46,"First Appearance",1
"60","Mr Mann",46,"Last Appearance",1
"61","Mr Slout",74,"First Appearance",1
"62","Mr Slout",74,"Last Appearance",1
"63","Mr Sowerberry",9,"First Appearance",13
"64","Mr Sowerberry",148,"Last Appearance",13
"65","Mrs Bedwin",30,"First Appearance",10
"66","Mrs Bedwin",148,"Last Appearance",10
"67","Mrs Bolter",121,"First Appearance",1
"68","Mrs Bolter",121,"Last Appearance",1
"69","Mrs Corney",104,"Last Appearance",9
"70","Mrs Corney",62,"First Appearance",9
"71","Mrs Mann",2,"First Appearance",4
"72","Mrs Mann",46,"Last Appearance",4
"73","Mrs Maylie",79,"First Appearance",22
"74","Mrs Maylie",155,"Last Appearance",22
"75","Mrs Sowerberry",10,"First Appearance",9
"76","Mrs Sowerberry",74,"Last Appearance",9
"77","Nancy",135,"Last Appearance",30
"78","Nancy",24,"First Appearance",30
"79","Ned",52,"First Appearance",2
"80","Ned",57,"Last Appearance",2
"81","Noah Claypole",12,"First Appearance",20
"82","Noah Claypole",155,"Last Appearance",20
"83","Oliver Twist",1,"First Appearance",96
"84","Oliver Twist",155,"Last Appearance",96
"85","Phil Barker",70,"First Appearance",1
"86","Phil Barker",70,"Last Appearance",1
"87","Rose Maylie",79,"First Appearance",32
"88","Rose Maylie",155,"Last Appearance",32
"89","Sally",64,"First Appearance",5
"90","Sally",150,"Last Appearance",5
"91","Toby Crackit",51,"First Appearance",18
"92","Toby Crackit",145,"Last Appearance",18
"93","Tom Chitling",49,"First Appearance",8
"94","Tom Chitling",144,"Last Appearance",8
