"","V1","V2"
"1","1","Abel Magwitch"
"2","1","Joe Gargery"
"3","1","Mrs Joe Gargery"
"4","1","Pip"
"5","3","Joe Gargery"
"6","3","Mrs Joe Gargery"
"7","3","Pip"
"8","2","Abel Magwitch"
"9","4","Joe Gargery"
"10","4","Mrs Joe Gargery"
"11","5","Abel Magwitch"
"12","5","Joe Gargery"
"13","7","Abel Magwitch"
"14","7","Joe Gargery"
"15","5","Mrs Joe Gargery"
"16","9","Joe Gargery"
"17","9","Mr Hubble"
"18","9","Mr Wopsle"
"19","9","Mrs Hubble"
"20","9","Mrs Joe Gargery"
"21","9","Uncle Pumblechook"
"22","10","Joe Gargery"
"23","10","Mr Hubble"
"24","10","Mr Wopsle"
"25","10","Mrs Hubble"
"26","10","Mrs Joe Gargery"
"27","10","Uncle Pumblechook"
"28","11","Joe Gargery"
"29","11","Mr Hubble"
"30","11","Mr Wopsle"
"31","11","Mrs Joe Gargery"
"32","4","Pip"
"33","11","Uncle Pumblechook"
"34","12","Joe Gargery"
"35","12","Mr Wopsle"
"36","12","Mrs Joe Gargery"
"37","12","Uncle Pumblechook"
"38","13","Joe Gargery"
"39","12","Mr Hubble"
"40","13","Mr Wopsle"
"41","13","Mrs Joe Gargery"
"42","12","Pip"
"43","13","Uncle Pumblechook"
"44","8","Abel Magwitch"
"45","14","Joe Gargery"
"46","14","Mr Wopsle"
"47","15","Abel Magwitch"
"48","15","Compeyson"
"49","15","Joe Gargery"
"50","15","Mr Wopsle"
"51","14","Mrs Joe Gargery"
"52","16","Joe Gargery"
"53","16","Mr Wopsle"
"54","16","Mrs Joe Gargery"
"55","14","Uncle Pumblechook"
"56","18","Joe Gargery"
"57","18","Mr Wopsle"
"58","18","Mrs Joe Gargery"
"59","14","Pip"
"60","19","Joe Gargery"
"61","19","Pip"
"62","20","Joe Gargery"
"63","19","Mrs Joe Gargery"
"64","20","Pip"
"65","18","Uncle Pumblechook"
"66","21","Joe Gargery"
"67","21","Mrs Joe Gargery"
"68","21","Pip"
